,School_ID_x,Short_Name,Zip,Lat,Long,GeoNetwork,COMMAREA,WARD_15,ca_id,fin_id,tot_student,perc_low_income,perc_black_his_stu,bus_count,pre_cov_att,post_cov_att,att_diff_pp,School_ID_y,match_score,teachers,teachers_per_100stu,help_fte_per_100stu,dolla_per_student,salary_per_teacher
0,400013,ASPIRA - EARLY COLLEGE HS,60618,41.93729829,-87.72709566,4,AVONDALE,30,22,66254,262,0.8625954198473282,1.0,3,90.425,85.1125,5.312500000000014,,,,,,18543.84351145038,
1,400022,CHIARTS HS,60622,41.89937657,-87.69494501,5,WEST TOWN,26,25,63051,598,0.520066889632107,0.7290969899665551,4,96.7,94.6875,2.012500000000003,,,,,,12102.051839464883,
2,400032,CICS - ELLISON HS,60620,41.74838241,-87.66897964,11,AUBURN GRESHAM,17,70,66072,205,0.8634146341463415,0.9951219512195122,4,88.5875,80.275,8.3125,400032.0,0.95,17.0,26.15384615384616,1.5384615384615383,15125.024390243903,46151.05882352941
3,400033,CICS - LONGWOOD,60643,41.72122143,-87.65576813,11,WASHINGTON HEIGHTS,21,72,66061,1241,0.7832393231265109,0.991941982272361,2,88.3375,79.4,8.9375,400033.0,0.94,63.0,96.92307692307692,3.8461538461538463,14972.80741337631,54398.206349206346
4,400034,CICS - NORTHTOWN HS,60659,41.99024501,-87.72650426,1,NORTH PARK,39,13,66241,891,0.77665544332211,0.6790123456790124,2,93.975,93.7625,0.2125000000000056,400034.0,0.93,64.0,98.46153846153848,6.923076923076923,15730.901234567902,36840.25
5,400035,CHICAGO MATH & SCIENCE HS,60626,42.01303149,-87.67481842,2,ROGERS PARK,49,10,66281,601,0.8252911813643927,0.7986688851913477,1,95.1875,94.4625,0.7249999999999943,,,,,,14658.430948419302,
6,400051,NOBLE - NOBLE HS,60642,41.90019052,-87.66262778,6,WEST TOWN,2,25,66141,652,0.7868098159509203,0.9539877300613496,3,94.45,77.1,17.349999999999994,,,,,,15826.789877300613,
7,400052,NOBLE - COMER,60619,41.76525228,-87.60416375,12,GREATER GRAND CROSSING,5,67,66146,1020,0.7549019607843137,0.9823529411764704,3,92.4125,81.8125,10.599999999999994,,,,,,16870.620588235295,
8,400053,NOBLE - GOLDER HS,60642,41.89528219,-87.664483,6,WEST TOWN,27,25,66145,643,0.7900466562986003,0.9626749611197511,3,92.3625,72.6375,19.72500000000001,400053.0,0.9,35.0,53.84615384615385,19.07692307692308,15561.486780715397,50975.57142857143
9,400054,NOBLE - PRITZKER HS,60639,41.91521411,-87.73012671,4,HERMOSA,35,21,66142,968,0.9008264462809916,0.9803719008264464,3,94.65,86.7875,7.862500000000011,400054.0,0.9,50.0,76.92307692307693,20.307692307692307,14885.478305785124,47809.14
10,400055,NOBLE - RAUNER HS,60642,41.89242501,-87.66085887,6,WEST TOWN,1,25,66143,651,0.7357910906298003,0.9615975422427036,3,93.0625,80.30000000000001,12.762499999999989,,,,,,14672.485407066053,
11,400056,NOBLE - ROWE CLARK HS,60651,41.89536226,-87.71804677,5,HUMBOLDT PARK,27,24,66144,375,0.88,0.992,3,89.76249999999999,72.5375,17.224999999999994,,,,,,16490.357333333333,
12,400057,NOBLE - UIC HS,60608,41.86581741,-87.67611093,6,NEAR WEST SIDE,28,29,66147,876,0.8047945205479452,0.9440639269406392,2,93.0375,83.175,9.862499999999995,,,,,,14923.615296803653,
13,400058,NORTH LAWNDALE - CHRISTIANA HS,60623,41.85856355,-87.70898711,5,NORTH LAWNDALE,24,30,66091,313,0.9041533546325878,0.9968051118210862,2,94.15,79.0125,15.137500000000005,400058.0,0.91,25.0,38.46153846153847,5.6923076923076925,15116.444089456869,51731.48
14,400058,NORTH LAWNDALE - CHRISTIANA HS,60623,41.85856355,-87.70898711,5,NORTH LAWNDALE,24,30,66091,313,0.9041533546325878,0.9968051118210862,2,94.15,79.0125,15.137500000000005,400058.0,0.92,25.0,38.46153846153847,5.6923076923076925,15116.444089456869,64914.12
15,400059,NORTH LAWNDALE - COLLINS HS,60623,41.86414584,-87.7006806,5,NORTH LAWNDALE,24,30,66092,418,0.9473684210526316,0.9880382775119616,3,94.1875,74.8125,19.375,,,,,,14103.916267942584,
16,400061,PERSPECTIVES - LEADERSHIP HS,60620,41.74596083,-87.65204509,11,AUBURN GRESHAM,21,70,66052,643,0.8740279937791602,0.9922239502332816,2,91.4875,81.5,9.987499999999995,400061.0,0.91,49.0,75.38461538461539,3.0,12627.298600311042,23395.0
17,400062,PERSPECTIVES - TECH HS,60620,41.74594902,-87.65065702,11,AUBURN GRESHAM,21,70,66053,347,0.8501440922190202,0.9913544668587896,2,91.125,79.5875,11.537499999999994,400062.0,0.93,33.0,50.76923076923077,1.5384615384615383,15034.403458213257,27567.333333333332
18,400064,PERSPECTIVES - JOSLIN HS,60616,41.85599911,-87.6285309,6,NEAR SOUTH SIDE,3,34,66051,365,0.8273972602739726,0.9753424657534246,4,93.2,79.19999999999999,14.000000000000014,,,,,,15560.98904109589,
19,400066,PERSPECTIVES - MATH & SCI HS,60653,41.82778386,-87.62478772,9,DOUGLAS,3,1,66056,407,0.8255528255528255,0.972972972972973,3,89.55000000000001,73.6,15.950000000000015,,,,,,14285.42751842752,
20,400075,U OF C - DONOGHUE,60653,41.82772608,-87.60850078,9,OAKLAND,4,2,66321,474,0.7025316455696202,0.9915611814345991,3,94.55,88.80000000000001,5.75,,,,,,11455.20464135021,
21,400076,U OF C - NKO,60653,41.81118287,-87.59878627,9,KENWOOD,4,5,66111,319,0.6018808777429467,0.962382445141066,3,95.25,89.6,5.650000000000006,,,,,,10464.793103448275,
22,400077,U OF C - WOODLAWN HS,60637,41.7781297,-87.59811392,9,WOODLAWN,20,9,66112,567,0.7601410934744268,0.9982363315696648,2,92.9625,84.3,8.662500000000009,400077.0,0.91,44.0,67.6923076923077,8.076923076923077,16972.25925925926,46044.568181818184
23,400085,ACERO - GARCIA HS,60632,41.80917079,-87.73046685,8,ARCHER HEIGHTS,14,54,66394,638,0.8636363636363636,0.9780564263322884,2,91.9,81.425,10.475000000000009,,,,,,15217.877742946708,
24,400086,URBAN PREP - ENGLEWOOD HS,60621,41.78149782,-87.63435669,11,ENGLEWOOD,20,66,66441,155,0.8903225806451613,0.9870967741935484,7,92.025,84.92500000000001,7.099999999999994,,,,,,20397.251612903226,
25,400094,EPIC HS,60617,41.74484911,-87.55022237,12,SOUTH CHICAGO,7,42,63081,325,0.9415384615384615,0.9476923076923076,3,92.2875,79.9375,12.349999999999994,400094.0,0.92,36.0,55.38461538461539,3.076923076923077,23042.39076923077,59585.555555555555
26,400097,NOBLE - BULLS HS,60612,41.87880881,-87.67819526,6,NEAR WEST SIDE,27,29,66572,1157,0.8807260155574762,0.9844425237683664,3,93.225,80.76249999999999,12.462500000000006,,,,,,13773.08988764045,
27,400098,NOBLE - MUCHIN HS,60602,41.88274026,-87.62633828,6,LOOP,42,38,66573,823,0.8165249088699879,0.9356014580801943,20,94.8125,80.8125,14.0,,,,,,17097.823815309843,
28,400104,INSTITUTO - HEALTH,60608,41.84596659,-87.68724016,7,LOWER WEST SIDE,25,33,63131,622,0.842443729903537,0.9871382636655948,2,87.5625,88.4,-0.8375000000000057,,,,,,15378.918006430868,
29,400106,NOBLE - JOHNSON HS,60621,41.7783695,-87.6351167,11,ENGLEWOOD,20,66,66148,471,0.832271762208068,0.989384288747346,2,87.51249999999999,69.825,17.687499999999986,,,,,,15435.053078556264,
30,400115,CATALYST - MARIA,60629,41.77099172,-87.69307532,10,CHICAGO LAWN,17,64,66433,552,0.8405797101449275,0.9655797101449276,3,94.9375,90.6625,4.275000000000006,400115.0,0.91,78.0,120.0,7.6923076923076925,29970.827898550724,50122.256410256414
31,400117,NOBLE - HANSBERRY HS,60620,41.73444162,-87.65098673,11,AUBURN GRESHAM,21,70,66574,481,0.7817047817047817,0.9854469854469856,3,92.0375,78.9,13.137499999999989,400117.0,0.91,62.0,95.3846153846154,22.46153846153846,15822.989604989605,57227.532258064515
32,400118,NOBLE - DRW HS,60624,41.86932808,-87.71165423,5,NORTH LAWNDALE,24,30,66575,347,0.8731988472622478,0.9971181556195964,1,87.3375,60.8875,26.450000000000003,400118.0,0.9,50.0,76.92307692307693,22.153846153846157,13773.319884726225,47810.7
33,400118,NOBLE - DRW HS,60624,41.86932808,-87.71165423,5,NORTH LAWNDALE,24,30,66575,347,0.8731988472622478,0.9971181556195964,1,87.3375,60.8875,26.450000000000003,400118.0,0.91,48.0,73.84615384615385,20.0,13773.319884726225,51109.854166666664
34,400119,LEGAL PREP HS,60624,41.88173276,-87.73377838,5,WEST GARFIELD PARK,28,27,66641,242,0.8801652892561983,0.9958677685950412,1,86.15,77.67500000000001,8.474999999999994,400119.0,0.93,26.0,40.0,3.076923076923077,15131.702479338843,60216.42307692308
35,400121,ACERO - DE LA CRUZ,60645,42.01647588,-87.68440568,2,WEST RIDGE,49,20,66134,518,0.7625482625482626,0.9517374517374516,0,92.9125,84.1375,8.774999999999991,,,,,,16127.496138996139,
36,400124,YCCS - MCKINLEY,60616,41.84133117,-87.62533077,9,DOUGLAS,3,1,66107,66,0.803030303030303,1.0,1,62.016666666666666,69.9,-7.88333333333334,,,,,,1016.969696969697,
37,400130,YCCS - YOUTH DEVELOPMENT,60620,41.75137711,-87.64173119,11,AUBURN GRESHAM,6,70,66614,59,0.8813559322033898,0.9830508474576272,2,62.48333333333333,55.366666666666674,7.11666666666666,400130.0,0.93,7.0,10.76923076923077,0.0,751.6610169491526,38198.71428571428
38,400133,YCCS - INNOVATIONS,60602,41.88304717,-87.62773415,6,LOOP,42,38,66617,455,0.8637362637362638,0.9758241758241758,2,51.28333333333334,52.35,-1.0666666666666558,,,,,,190.27692307692308,
39,400137,LITTLE BLACK PEARL HS,60653,41.8096955,-87.59933994,9,KENWOOD,4,5,63161,83,0.8072289156626506,0.9879518072289156,1,78.7875,82.9,-4.112500000000011,400137.0,0.91,8.0,12.307692307692308,3.076923076923077,23040.22891566265,65887.75
40,400139,YCCS - SULLIVAN,60617,41.74628657,-87.57849167,12,AVALON PARK,8,41,66623,306,0.8986928104575164,0.9869281045751634,4,83.15,89.25,-6.099999999999994,400139.0,0.95,15.0,23.07692307692308,0.0,219.78758169934642,37400.73333333333
41,400143,YCCS - WEST TOWN,60612,41.89080312,-87.7020528,5,HUMBOLDT PARK,27,24,66627,70,0.8285714285714286,0.9714285714285714,2,60.88333333333334,62.96666666666667,-2.0833333333333286,400143.0,0.93,12.0,18.461538461538463,0.0,661.3428571428572,11164.5
42,400145,YCCS - YOUTH CONNECTION,60616,41.83207206,-87.62678147,9,DOUGLAS,3,1,66629,97,0.8144329896907216,0.9690721649484536,2,59.266666666666666,47.016666666666666,12.25,400145.0,0.97,12.0,18.461538461538463,3.076923076923077,762.9690721649484,34632.916666666664
43,400147,CAMELOT - CHICAGO EXCEL HS,60643,41.69196931,-87.65372654,13,MORGAN PARK,34,74,63141,208,0.7451923076923077,0.9807692307692308,1,79.6625,68.2,11.462499999999991,400147.0,1.0,14.0,21.53846153846154,3.2,23287.25,51876.28571428572
44,400149,ACERO - SOTO HS,60632,41.80176225,-87.71102498,8,GAGE PARK,14,61,66137,562,0.9537366548042704,0.99288256227758,2,87.75,84.2,3.549999999999997,,,,,,13978.209964412812,
45,400150,YCCS - CHATHAM,60619,41.73013139,-87.60697991,12,CHATHAM,8,40,66631,119,0.7899159663865546,1.0,4,69.19999999999999,56.1,13.099999999999987,,,,,,833.4705882352941,
46,400156,NOBLE - BUTLER HS,60628,41.70666686,-87.60257332,13,PULLMAN,9,47,66576,623,0.8330658105939005,0.9951845906902088,3,93.0125,74.23750000000001,18.774999999999977,,,,,,13905.293739967898,
47,400157,NOBLE - BAKER HS,60617,41.73462237,-87.55620144,12,SOUTH CHICAGO,7,42,66577,266,0.7744360902255639,0.9774436090225564,3,90.25,74.2875,15.962500000000006,,,,,,12934.097744360903,
48,400161,CHICAGO COLLEGIATE,60628,41.67931844,-87.61796787,13,WEST PULLMAN,9,50,66671,247,0.8704453441295547,0.9919028340080972,1,90.95,78.44999999999999,12.500000000000014,400161.0,1.0,24.0,36.92307692307693,3.384615384615385,21088.178137651823,53210.166666666664
49,400162,INTRINSIC HS,60641,41.93898843,-87.74112863,1,IRVING PARK,30,16,66691,975,0.8615384615384616,0.96,1,93.425,90.4625,2.9624999999999915,400162.0,0.96,61.0,93.84615384615384,4.307692307692308,15966.037948717949,54880.475409836065
50,400167,HORIZON - SOUTHWEST,60609,41.79520095,-87.68396339,8,GAGE PARK,15,61,63181,738,0.8739837398373984,0.9823848238482384,0,94.08333333333334,93.4,0.6833333333333371,,,,,,14115.991869918698,
51,400169,NOBLE - ITW SPEER HS,60639,41.91726641,-87.75967517,3,BELMONT CRAGIN,37,19,66149,1094,0.783363802559415,0.9853747714808044,0,93.825,82.625,11.199999999999989,,,,,,15594.344606946983,
52,400170,NOBLE - ACADEMY HS,60610,41.9068788,-87.64557694,4,NEAR NORTH SIDE,27,37,66578,590,0.7677966101694915,0.9322033898305084,5,93.025,80.0625,12.962500000000006,400170.0,0.91,26.0,40.0,11.076923076923077,11274.979661016949,52798.42307692308
53,400173,PATHWAYS - BRIGHTON PARK HS,60632,41.80822579,-87.70264475,8,BRIGHTON PARK,14,55,66801,454,0.7819383259911894,0.9647577092511012,0,72.275,65.375,6.900000000000006,,,,,,9506.83039647577,
54,400175,CAMELOT - EXCEL SOUTH SHORE HS,60649,41.75974864,-87.55648708,12,SOUTH SHORE,7,39,63143,189,0.7883597883597884,0.9682539682539684,4,74.7125,71.8125,2.9000000000000057,,,,,,15600.10582010582,
55,400176,CAMELOT - EXCEL SOUTHWEST HS,60629,41.76592892,-87.69073009,10,AUBURN GRESHAM,17,64,63144,101,0.7821782178217822,0.9702970297029704,2,73.01666666666667,64.85,8.166666666666671,400176.0,0.96,10.0,15.384615384615383,2.307692307692308,20994.673267326732,38942.6
56,609674,CHICAGO VOCATIONAL HS,60617,41.73717393,-87.57326752,12,AVALON PARK,8,41,53011,647,0.8222565687789799,0.9876352395672334,3,87.675,76.9375,10.737499999999995,609674.0,0.95,56.0,86.15384615384616,6.153846153846154,17747.236476043276,50956.17857142857
57,609676,DUNBAR HS,60616,41.84022557,-87.61763743,9,DOUGLAS,4,1,53021,447,0.9351230425055927,0.9910514541387024,3,85.075,68.7625,16.3125,,,,,,14801.434004474273,
58,609678,JONES HS,60605,41.87306592,-87.62767532,6,LOOP,4,38,47021,1929,0.3727319854847071,0.4380508035251426,7,92.2,90.1375,2.0625,,,,,,8935.274753758424,
59,609679,PROSSER HS,60639,41.9200594,-87.76104832,3,BELMONT CRAGIN,36,19,53041,1150,0.888695652173913,0.9739130434782608,3,88.35,83.625,4.724999999999994,,,,,,12003.240869565218,
60,609680,PAYTON HS,60610,41.90157517,-87.63538477,6,NEAR NORTH SIDE,27,37,70020,1230,0.3024390243902439,0.3333333333333333,3,92.45,91.7375,0.7124999999999773,,,,,,10022.534146341464,
61,609682,RICHARDS HS,60609,41.80288138,-87.66227785,8,NEW CITY,20,59,53051,273,0.8644688644688645,0.9413919413919414,3,78.0875,70.8125,7.275000000000006,,,,,,16548.14285714286,
62,609691,NORTH-GRAND HS,60639,41.91167369,-87.73523756,5,HUMBOLDT PARK,36,24,46431,1066,0.8911819887429644,0.9765478424015008,2,88.275,80.425,7.850000000000008,609691.0,1.0,63.0,96.92307692307692,6.153846153846154,11920.01688555347,54607.15873015873
63,609692,SIMEON HS,60620,41.74578123,-87.63541037,11,CHATHAM,21,40,53061,1142,0.9133099824868652,0.9921190893169878,2,87.1625,79.9,7.262499999999989,,,,,,12903.678633975482,
64,609693,WESTINGHOUSE HS,60624,41.8899772,-87.70733231,5,HUMBOLDT PARK,28,24,53071,1194,0.7696817420435511,0.8802345058626466,2,91.675,85.0375,6.637500000000003,,,,,,10704.509212730318,
65,609694,HANCOCK HS,60629,41.79146391,-87.72447046,8,WEST ELSDON,13,60,46021,1003,0.6889332003988036,0.9142572283150548,3,91.525,92.55,-1.0250000000000057,,,,,,10025.139581256231,
66,609695,AMUNDSEN HS,60625,41.97506726,-87.67948421,2,LINCOLN SQUARE,40,6,46031,1488,0.4092741935483871,0.508736559139785,2,90.9625,84.375,6.587500000000006,,,,,,10330.239247311827,
67,609698,BOGAN HS,60652,41.74937561,-87.72109745,10,ASHBURN,18,69,46041,637,0.7974882260596546,0.978021978021978,3,86.8125,74.375,12.4375,,,,,,15763.430141287285,
68,609704,FARRAGUT HS,60623,41.84855987,-87.70870563,7,SOUTH LAWNDALE,22,32,53091,453,0.9315673289183224,0.9801324503311258,3,86.5875,70.3375,16.25,,,,,,21831.973509933774,
69,609705,FENGER HS,60628,41.68995073,-87.63757205,13,ROSELAND,34,45,46111,237,0.7848101265822784,1.0,1,87.38749999999999,66.5625,20.82499999999999,,,,,,20664.071729957806,
70,609708,FOREMAN HS,60641,41.93979677,-87.75416654,1,PORTAGE PARK,31,15,46131,583,0.823327615780446,0.9451114922813036,4,84.95,73.775,11.174999999999995,,,,,,16444.576329331045,
71,609709,GAGE PARK HS,60629,41.79101284,-87.68895394,8,GAGE PARK,15,61,46141,330,0.8393939393939394,0.9818181818181818,3,89.6125,77.6875,11.924999999999995,609709.0,1.0,26.0,40.0,1.5384615384615383,17495.17575757576,40703.38461538462
72,609710,HARLAN HS,60628,41.71837235,-87.62062344,12,ROSELAND,9,45,51021,272,0.8308823529411765,0.9963235294117648,8,82.55000000000001,70.26249999999999,12.287500000000025,,,,,,20369.6875,
73,609712,HIRSCH HS,60619,41.75374796,-87.60172727,12,GREATER GRAND CROSSING,8,67,47031,104,0.625,0.9903846153846154,0,78.325,64.45,13.875,,,,,,29682.30769230769,
74,609713,HYDE PARK HS,60637,41.78225693,-87.58661501,9,WOODLAWN,5,9,46171,701,0.9072753209700428,0.9914407988587732,7,86.82499999999999,79.0375,7.787499999999994,609713.0,1.0,55.0,84.61538461538461,3.076923076923077,14710.22539229672,56312.98181818182
75,609715,KELLY HS,60632,41.81872906,-87.69463866,8,BRIGHTON PARK,12,55,46181,1716,0.9213286713286714,0.8624708624708625,3,90.0375,78.15,11.887499999999989,609715.0,1.0,122.0,187.69230769230768,6.153846153846154,12386.438228438228,63613.10655737705
76,609716,KELVYN PARK HS,60639,41.9279184,-87.73599882,4,HERMOSA,31,21,46191,491,0.8370672097759674,0.9613034623217924,2,81.61250000000001,85.3375,-3.7249999999999934,609716.0,1.0,32.0,49.23076923076923,2.307692307692308,13618.01018329939,53891.53125
77,609718,KENNEDY HS,60638,41.78996125,-87.78083976,10,GARFIELD RIDGE,13,53,46201,1621,0.6711906230721777,0.850709438618137,3,89.15,81.19999999999999,7.950000000000017,,,,,,10175.724244293646,
78,609719,LAKE VIEW HS,60613,41.95476407,-87.66895269,2,LAKE VIEW,47,57,46211,1335,0.7925093632958802,0.8621722846441947,3,86.6625,78.1875,8.474999999999994,609719.0,1.0,89.0,136.92307692307693,7.6923076923076925,11878.650187265917,56732.247191011236
79,609720,LANE TECH HS,60618,41.94664458,-87.69101263,4,NORTH CENTER,47,46,46221,4476,0.3534405719392314,0.4110813226094727,4,93.0125,92.0125,0.9999999999999858,,,,,,8002.222073279714,
80,609722,MANLEY HS,60612,41.87093896,-87.69989559,5,EAST GARFIELD PARK,28,28,53111,71,0.7464788732394366,1.0,3,75.45,60.5,14.950000000000005,609722.0,1.0,13.0,20.0,1.5384615384615383,44462.35211267605,53257.46153846154
81,609723,MARSHALL HS,60624,41.87844409,-87.70805007,5,EAST GARFIELD PARK,28,28,47041,194,0.8402061855670103,0.9845360824742267,4,75.55,60.8,14.749999999999991,,,,,,22315.0,
82,609724,MATHER HS,60659,41.98758868,-87.7024964,2,WEST RIDGE,40,20,46241,1610,0.7888198757763976,0.6285714285714286,3,88.775,82.57499999999999,6.200000000000017,,,,,,10825.254658385093,
83,609725,MORGAN PARK HS,60643,41.69203501,-87.66565755,10,MORGAN PARK,19,74,46251,1075,0.7488372093023256,0.9897674418604652,2,83.42500000000001,74.7625,8.662500000000009,609725.0,1.0,87.0,133.84615384615384,3.076923076923077,11565.167441860465,67748.01149425287
84,609726,BROOKS HS,60628,41.69276253,-87.61635261,13,ROSELAND,9,45,47051,965,0.6414507772020726,0.978238341968912,1,88.9,87.55,1.3500000000000083,,,,,,11205.294300518135,
85,609727,PHILLIPS HS,60653,41.82387997,-87.61979635,9,DOUGLAS,3,1,46261,441,0.7709750566893424,0.9206349206349206,3,82.3125,59.825,22.4875,,,,,,17896.031746031746,
86,609728,ROOSEVELT HS,60625,41.96482788,-87.71481862,1,ALBANY PARK,33,14,46271,1072,0.7985074626865671,0.8395522388059702,3,89.1125,80.8125,8.299999999999997,,,,,,11785.759328358208,
87,609729,SCHURZ HS,60641,41.94636454,-87.73561211,1,IRVING PARK,45,16,46281,1279,0.856137607505864,0.924941360437842,2,85.5125,74.82499999999999,10.687500000000014,,,,,,14533.664581704457,
88,609730,SENN HS,60660,41.98902854,-87.66713619,2,EDGEWATER,48,76,47061,1508,0.7241379310344828,0.6631299734748011,3,89.88749999999999,85.4625,4.424999999999983,,,,,,10868.024535809018,
89,609732,STEINMETZ HS,60634,41.93563359,-87.78351523,3,BELMONT CRAGIN,36,19,46291,1131,0.7851458885941645,0.924845269672856,3,86.625,74.88749999999999,11.737500000000011,,,,,,12389.227232537578,
90,609733,SULLIVAN HS,60626,42.00268756,-87.66919215,2,ROGERS PARK,49,10,46301,664,0.7725903614457831,0.7289156626506024,2,84.65,76.19999999999999,8.450000000000017,,,,,,14163.951807228916,
91,609734,TAFT HS,60631,41.98296099,-87.79154725,1,NORWOOD PARK,41,36,46311,4296,0.4888268156424581,0.4632216014897579,2,89.325,85.2625,4.0625,,,,,,8568.71997206704,
92,609735,TILDEN HS,60609,41.80751007,-87.64296648,8,NEW CITY,11,59,53121,211,0.8199052132701422,0.8578199052132701,3,81.6,65.7,15.899999999999991,,,,,,20430.90047393365,
93,609737,VON STEUBEN HS,60625,41.97318505,-87.71338625,1,NORTH PARK,39,13,47081,1635,0.6422018348623854,0.653211009174312,4,92.3125,87.875,4.4375,,,,,,10103.285626911314,
94,609738,LINCOLN PARK HS,60614,41.91826831,-87.64600936,4,LINCOLN PARK,43,68,46321,2063,0.4498303441589917,0.5302956858943286,5,89.9625,86.5,3.4625000000000057,609738.0,1.0,131.0,201.53846153846155,9.230769230769232,9801.507998061075,67722.34351145038
95,609739,WASHINGTON HS,60617,41.68813694,-87.5375703,13,EAST SIDE,10,49,46331,1490,0.8369127516778524,0.951006711409396,1,88.625,80.67500000000001,7.949999999999989,,,,,,10619.128187919463,
96,609740,WELLS HS,60622,41.89899471,-87.66748287,6,WEST TOWN,1,25,51071,310,0.6903225806451613,0.8258064516129032,3,88.0125,77.7875,10.225000000000009,609740.0,0.95,30.0,46.15384615384615,4.615384615384616,18189.96129032258,58334.4
97,609741,HUBBARD HS,60629,41.78052639,-87.71801374,10,WEST LAWN,23,63,46341,1711,0.8854471069549971,0.9848042080654588,3,90.1125,84.2,5.9125000000000085,,,,,,10597.203974284044,
98,609744,NORTHSIDE LEARNING HS,60659,41.98297252,-87.72238622,1,NORTH PARK,39,13,49021,264,0.7386363636363636,0.7159090909090909,0,91.2375,84.275,6.962499999999992,609744.0,0.94,33.0,50.76923076923077,1.5384615384615383,35938.583333333336,12640.424242424242
99,609745,SOUTHSIDE HS,60636,41.75985243,-87.67594677,11,WEST ENGLEWOOD,17,65,49031,350,0.8457142857142858,0.9628571428571427,0,89.25,81.55,7.700000000000003,609745.0,0.94,33.0,50.76923076923077,1.5384615384615383,30652.125714285714,9577.848484848484
100,609746,KENWOOD HS,60615,41.80377212,-87.59042089,9,KENWOOD,4,5,46361,2299,0.5628534145280557,0.8995215311004785,5,92.3625,89.0625,3.300000000000012,609746.0,1.0,101.0,155.3846153846154,7.6923076923076925,8243.951718138322,66257.68316831683
101,609748,YORK HS,60608,41.84253335,-87.69526102,7,SOUTH LAWNDALE,24,32,49041,184,0.6684782608695652,0.9891304347826086,0,72.4375,62.225,10.212500000000006,,,,,,46261.288043478264,
102,609749,NORTHSIDE PREP HS,60625,41.98131528,-87.7087078,1,NORTH PARK,40,13,46061,1041,0.3544668587896253,0.3429394812680115,2,93.85,92.8875,0.9624999999999916,609749.0,0.96,64.0,98.46153846153848,6.153846153846154,10208.184438040345,73946.9375
103,609751,KING HS,60653,41.81367545,-87.60387386,9,KENWOOD,4,5,46371,586,0.8054607508532423,0.9709897610921502,3,88.9875,90.4375,-1.4500000000000028,,,,,,12997.098976109215,
104,609753,CHICAGO AGRICULTURE HS,60655,41.69122074,-87.71776967,10,MOUNT GREENWOOD,19,73,47091,780,0.5025641025641026,0.7230769230769231,3,93.75,90.075,3.674999999999997,,,,,,15153.465384615385,
105,609754,CHICAGO MILITARY HS,60653,41.83055498,-87.61921554,9,DOUGLAS,3,1,70070,227,0.8810572687224669,0.9559471365638766,4,90.8625,82.5,8.362499999999997,609754.0,0.95,22.0,33.84615384615385,1.5384615384615383,21466.39207048458,63207.09090909091
106,609755,YOUNG HS,60607,41.87860253,-87.66423334,6,NEAR WEST SIDE,27,29,47101,2149,0.3624941833410889,0.4564913913448115,3,94.825,92.7625,2.062499999999986,,,,,,9428.691484411354,
107,609756,CURIE HS,60632,41.80306021,-87.72204165,8,ARCHER HEIGHTS,14,54,53101,2903,0.8653117464691699,0.9634860489149156,2,87.55000000000001,80.65,6.900000000000006,,,,,,10726.74784705477,
108,609759,CLEMENTE HS,60622,41.90262579,-87.68690615,5,WEST TOWN,1,25,51091,595,0.826890756302521,0.9512605042016806,2,80.05,68.5125,11.537499999999994,,,,,,16137.887394957983,
109,609760,CARVER MILITARY HS,60627,41.65628995,-87.59062039,13,RIVERDALE,9,51,46381,406,0.874384236453202,0.9852216748768472,1,92.05,84.5625,7.487499999999997,,,,,,15090.84236453202,
110,609761,CORLISS HS,60628,41.70665962,-87.60121588,13,PULLMAN,9,47,46391,288,0.8715277777777778,0.9930555555555556,4,84.6375,75.7,8.9375,,,,,,20554.36111111111,
