,School_ID_x,Short_Name,Zip,Lat,Long,GeoNetwork,COMMAREA,WARD_15,ca_id,fin_id,tot_student,perc_low_income,perc_black_his_stu,bus_count,pre_cov_att,post_cov_att,att_diff_pp,School_ID_y,match_score,teachers,teachers_per_100stu,help_fte_per_100stu,dolla_per_student,salary_per_teacher
111,609762,JULIAN HS,60643,41.70585894,-87.65374921,10,WASHINGTON HEIGHTS,34,72,46401,426,0.8380281690140845,0.9859154929577464,5,80.7625,73.23750000000001,7.524999999999991,,,,,,17113.244131455398,
112,609764,JUAREZ HS,60608,41.85267014,-87.66433931,7,LOWER WEST SIDE,25,33,46421,1593,0.8939108600125549,0.9692404268675456,3,85.11250000000001,77.94999999999999,7.162500000000023,,,,,,11409.842435655995,
113,609766,VAUGHN HS,60641,41.9603638,-87.76466317,1,PORTAGE PARK,38,15,49081,194,0.7474226804123711,0.7731958762886598,0,87.275,83.30000000000001,3.9749999999999934,,,,,,41700.52577319588,
114,609769,GRAHAM HS,60616,41.84967542,-87.62531482,6,NEAR SOUTH SIDE,3,34,49101,238,0.9201680672268908,0.9117647058823528,0,86.55,81.75,4.799999999999997,,,,,,27902.5756302521,
115,609772,ADDAMS,60617,41.6987388,-87.53297604,13,EAST SIDE,10,49,22021,559,0.7209302325581395,0.964221824686941,0,89.5,84.9,4.599999999999994,,,,,,12403.141323792486,
116,609773,AGASSIZ,60657,41.9341263,-87.65622867,4,LAKE VIEW,44,57,22031,297,0.3131313131313131,0.4781144781144781,2,90.15,88.05000000000001,2.0999999999999943,,,,,,19245.892255892257,
117,609777,ARMOUR,60608,41.83385391,-87.65065316,6,BRIDGEPORT,11,58,22061,246,0.7317073170731707,0.8252032520325203,0,90.15,88.94999999999999,1.200000000000017,,,,,,17731.585365853658,
118,609779,ARMSTRONG G,60645,42.01014998,-87.68444183,2,WEST RIDGE,50,20,22081,1236,0.7483818770226537,0.6529126213592233,1,90.5,86.5,4.0,,,,,,10229.259708737864,
119,609780,MARINE LEADERSHIP AT AMES HS,60647,41.91604463,-87.72174232,4,LOGAN SQUARE,26,23,41111,686,0.9300291545189504,0.9693877551020408,1,93.25,85.35,7.900000000000006,609780.0,0.98,60.0,92.3076923076923,4.615384615384616,14365.010204081633,63998.46666666667
120,609782,AUDUBON,60618,41.94506223,-87.68104105,4,NORTH CENTER,47,46,22091,573,0.0890052356020942,0.1884816753926701,2,94.35,93.75,0.5999999999999943,,,,,,9094.357766143106,
121,609783,JEFFERSON HS,60612,41.86783229,-87.68041755,6,NEAR WEST SIDE,27,29,30011,164,0.6707317073170732,0.9695121951219512,0,97.9,95.25,2.6500000000000057,,,,,,53469.29268292683,
122,609786,AVALON PARK,60619,41.74824699,-87.59165381,12,AVALON PARK,8,41,22101,232,0.7456896551724138,0.9956896551724138,3,93.5,76.75,16.75,609786.0,0.96,15.0,23.07692307692308,1.5384615384615383,14585.418103448275,66722.86666666667
123,609788,BARNARD,60643,41.70513101,-87.65807422,10,BEVERLY,19,71,22131,267,0.6741573033707865,0.951310861423221,0,85.35,84.6,0.75,,,,,,13922.591760299625,
124,609789,BARRY,60641,41.93251058,-87.73938835,4,HERMOSA,31,21,22141,439,0.7539863325740319,0.9703872437357632,1,89.1,88.44999999999999,0.6500000000000057,,,,,,13882.995444191343,
125,609790,BARTON,60620,41.75419385,-87.67092713,11,AUBURN GRESHAM,17,70,22151,402,0.7313432835820896,0.9925373134328358,2,83.3,82.5,0.7999999999999972,,,,,,13110.291044776119,
126,609791,BASS,60621,41.77424645,-87.65353242,11,ENGLEWOOD,16,66,22161,348,0.8362068965517241,0.9971264367816092,1,76.75,63.6,13.15,,,,,,15728.522988505747,
127,609792,BATEMAN,60618,41.95821984,-87.70215096,1,IRVING PARK,33,16,22171,886,0.600451467268623,0.7370203160270881,1,93.45,90.55,2.8999999999999915,,,,,,10518.803611738149,
128,609793,NICHOLSON,60621,41.78494238,-87.64745284,11,ENGLEWOOD,16,66,22181,451,0.7960088691796009,0.9933481152993348,3,85.69999999999999,65.3,20.39999999999999,,,,,,13825.59201773836,
129,609796,BEAUBIEN,60630,41.97239395,-87.75756504,1,JEFFERSON PARK,45,11,22201,970,0.3731958762886598,0.388659793814433,10,90.2,86.1,4.1000000000000085,,,,,,9888.439175257732,
130,609797,BEIDLER,60612,41.88532104,-87.70585481,5,EAST GARFIELD PARK,27,28,22211,256,0.84375,1.0,1,91.2,84.30000000000001,6.899999999999992,,,,,,17302.91015625,
131,609798,BELDING,60641,41.95893849,-87.73401973,1,IRVING PARK,39,16,22221,547,0.4625228519195612,0.413162705667276,1,88.5,91.5,-3.0,,,,,,10859.493601462524,
132,609800,BENNETT,60628,41.71043495,-87.61739046,13,ROSELAND,9,45,22241,266,0.6729323308270677,0.9887218045112782,4,93.4,83.6,9.800000000000011,,,,,,14615.770676691729,
133,609803,BLAINE,60613,41.95078052,-87.66496784,4,LAKE VIEW,44,57,22261,631,0.1030110935023771,0.1806656101426307,1,92.15,89.8,2.3500000000000085,,,,,,13474.293185419969,
134,609804,BOONE,60645,42.00341161,-87.69746282,2,WEST RIDGE,50,20,22271,732,0.755464480874317,0.5,1,92.15,87.69999999999999,4.450000000000017,,,,,,12384.643442622952,
135,609805,JOPLIN,60620,41.74933916,-87.66936565,11,AUBURN GRESHAM,17,70,22281,331,0.824773413897281,1.0,2,93.0,84.9,8.099999999999994,,,,,,14870.731117824773,
136,609806,BRADWELL,60649,41.75436513,-87.55714197,12,SOUTH SHORE,7,39,22291,433,0.7759815242494227,0.9930715935334872,1,90.55,76.7,13.849999999999994,,,,,,13391.293302540416,
137,609808,HALEY,60628,41.68665997,-87.63363214,13,ROSELAND,34,45,22301,445,0.8292134831460675,0.995505617977528,3,89.25,86.69999999999999,2.550000000000012,,,,,,14111.487640449439,
138,609809,BRENTANO,60647,41.9309661,-87.6962942,4,LOGAN SQUARE,32,23,22311,683,0.3748169838945827,0.5505124450951684,1,90.1,86.95,3.1499999999999915,,,,,,9358.487554904832,
139,609810,BRIDGE,60634,41.94911439,-87.79866892,1,DUNNING,38,17,22321,1090,0.5311926605504587,0.5844036697247706,2,89.65,88.95,0.7000000000000028,,,,,,8771.418348623853,
140,609811,BRIGHT,60617,41.69972622,-87.56208423,13,SOUTH DEERING,10,48,22331,227,0.6519823788546255,0.986784140969163,0,86.35,84.7,1.6499999999999917,,,,,,22424.69603524229,
141,609812,BROWN W,60612,41.88299679,-87.67068239,6,NEAR WEST SIDE,27,29,22351,217,0.7004608294930875,0.976958525345622,2,86.2,81.05000000000001,5.149999999999992,,,,,,21376.04608294931,
142,609815,BOUCHET,60649,41.76084748,-87.57607486,12,SOUTH SHORE,7,39,22371,597,0.7738693467336684,0.9865996649916248,4,86.4,83.25,3.1500000000000057,,,,,,13617.356783919598,
143,609817,BUDLONG,60625,41.97575433,-87.69655603,2,LINCOLN SQUARE,40,6,22391,681,0.5374449339207048,0.4493392070484581,2,87.45,90.05000000000001,-2.6000000000000085,,,,,,11517.895741556535,
144,609818,BURBANK,60639,41.91759814,-87.78269957,3,BELMONT CRAGIN,29,19,22401,706,0.7960339943342776,0.9674220963172804,1,88.6,88.45,0.1499999999999914,,,,,,13856.00566572238,
145,609819,BURKE,60615,41.79675956,-87.61614052,9,WASHINGTON PARK,3,7,22411,277,0.7328519855595668,0.9638989169675092,2,83.85,82.0,1.8499999999999943,,,,,,18263.602888086643,
146,609827,BURNSIDE,60619,41.72848064,-87.60743532,12,CHATHAM,8,40,29021,308,0.7337662337662337,0.9967532467532468,1,86.75,82.25,4.5,609827.0,0.91,29.0,44.61538461538462,1.5384615384615383,17936.753246753247,70843.13793103448
147,609829,BURROUGHS,60632,41.82886791,-87.69245663,8,BRIGHTON PARK,12,55,22481,324,0.8611111111111112,0.9506172839506172,1,93.75,84.5,9.25,,,,,,16048.978395061727,
148,609830,BRUNSON,60651,41.89766257,-87.76560566,3,AUSTIN,29,26,22491,425,0.6988235294117647,0.9882352941176472,2,84.15,71.0,13.150000000000006,,,,,,13349.371764705882,
149,609833,CALDWELL,60617,41.73922636,-87.58072903,12,AVALON PARK,8,41,22511,220,0.7454545454545455,1.0,3,89.55,72.8,16.75,,,,,,15059.690909090908,
150,609834,LITTLE VILLAGE,60623,41.84369812,-87.71731895,7,SOUTH LAWNDALE,22,32,22521,609,0.8423645320197044,0.9967159277504104,2,93.4,90.5,2.9000000000000057,609834.0,0.96,47.0,72.3076923076923,3.076923076923077,13647.238095238095,52411.89361702128
151,609835,CAMERON,60651,41.90379212,-87.71792664,5,HUMBOLDT PARK,26,24,22531,577,0.8336221837088388,0.9861351819757366,2,91.05,85.9,5.150000000000006,,,,,,13930.720970537262,
152,609836,CANTY,60634,41.94800703,-87.8292957,1,DUNNING,38,17,22541,827,0.4183796856106409,0.5405078597339782,1,86.65,85.0,1.6500000000000057,,,,,,10389.807738814994,
153,609839,CARROLL,60652,41.74251663,-87.69601208,10,ASHBURN,18,69,22571,425,0.72,0.971764705882353,2,88.15,83.6,4.550000000000011,,,,,,13352.350588235295,
154,609842,CARSON,60629,41.79327214,-87.68779954,8,GAGE PARK,15,61,22601,808,0.8131188118811881,0.9913366336633664,2,94.4,88.75,5.650000000000006,,,,,,11747.72400990099,
155,609844,CARTER,60637,41.78982791,-87.62245275,9,WASHINGTON PARK,20,7,22611,291,0.8109965635738832,0.9759450171821306,2,83.4,90.85,-7.449999999999989,,,,,,13066.546391752578,
156,609845,CARVER G,60827,41.65370212,-87.59951563,13,RIVERDALE,9,51,22621,476,0.8529411764705882,1.0,1,87.0,72.75,14.25,,,,,,11846.987394957983,
157,609850,GREELEY,60613,41.95280951,-87.65097987,4,LAKE VIEW,46,57,22661,314,0.7452229299363057,0.8630573248407644,2,89.5,88.45,1.0499999999999972,,,,,,17756.93949044586,
158,609851,CHALMERS,60608,41.86643525,-87.69525937,5,NORTH LAWNDALE,28,30,22671,205,0.848780487804878,0.9853658536585366,2,92.2,86.5,5.700000000000003,,,,,,20601.131707317072,
159,609852,CHAPPELL,60625,41.9758943,-87.68326359,2,LINCOLN SQUARE,40,6,22681,541,0.3345656192236599,0.4639556377079482,4,89.9,87.95,1.9500000000000028,,,,,,11919.216266173753,
160,609853,CHASE,60647,41.91799265,-87.69456225,4,LOGAN SQUARE,1,23,22701,379,0.6464379947229552,0.7783641160949868,2,84.0,78.65,5.349999999999994,,,,,,19378.007915567283,
161,609854,CHOPIN,60622,41.89671269,-87.68893676,5,WEST TOWN,26,25,22721,286,0.7902097902097902,0.8811188811188811,2,87.0,80.3,6.700000000000003,,,,,,21426.482517482516,
162,609856,CLAY,60633,41.65455815,-87.5446136,13,HEGEWISCH,10,52,22731,548,0.7554744525547445,0.9087591240875912,0,86.1,79.55,6.549999999999997,,,,,,13128.180656934306,
163,609857,CLEVELAND,60618,41.95204212,-87.70644253,1,IRVING PARK,33,16,22741,470,0.6680851063829787,0.8170212765957446,1,86.75,88.65,-1.9000000000000057,,,,,,15715.053191489362,
164,609859,CLINTON,60659,41.99254136,-87.69835995,2,WEST RIDGE,40,20,22751,1011,0.7467853610286844,0.420375865479723,0,92.8,88.15,4.649999999999992,,,,,,10682.230464886252,
165,609862,COLES,60617,41.74141281,-87.56596977,12,SOUTH CHICAGO,7,42,22771,265,0.7320754716981132,0.9924528301886792,2,87.19999999999999,80.69999999999999,6.5,,,,,,17602.037735849055,
166,609863,COLUMBUS,60622,41.89956578,-87.68193805,5,WEST TOWN,2,25,22791,292,0.3767123287671233,0.3219178082191781,2,92.1,91.55,0.5499999999999972,,,,,,9026.102739726028,
167,609865,JORDAN,60626,42.01708759,-87.67776252,2,ROGERS PARK,49,10,22811,500,0.726,0.774,4,90.45,89.55000000000001,0.8999999999999915,609865.0,0.93,33.0,50.76923076923077,1.5384615384615383,12315.898,50691.42424242424
168,609867,COOPER,60608,41.85603119,-87.66722708,7,LOWER WEST SIDE,25,33,22831,404,0.8663366336633663,0.9925742574257426,3,89.55,87.69999999999999,1.8500000000000083,,,,,,16338.314356435643,
169,609870,CORKERY,60623,41.84560242,-87.73119287,7,SOUTH LAWNDALE,22,32,22851,431,0.8375870069605569,0.974477958236659,2,92.0,88.7,3.299999999999997,,,,,,13811.139211136891,
170,609871,VICK,60655,41.68819084,-87.6856766,10,MORGAN PARK,19,74,26731,344,0.1715116279069767,0.5843023255813954,0,86.30000000000001,83.0,3.300000000000012,,,,,,15351.18023255814,
171,609872,PEREZ,60608,41.85602872,-87.65798013,7,LOWER WEST SIDE,25,33,22861,267,0.7340823970037453,0.9588014981273408,3,90.4,90.95,-0.549999999999983,,,,,,16274.243445692884,
172,609873,CROWN,60623,41.85266349,-87.71247015,5,NORTH LAWNDALE,24,30,31041,118,0.8559322033898306,0.9915254237288136,1,87.44999999999999,82.80000000000001,4.649999999999977,,,,,,27955.79661016949,
173,609874,DIRKSEN,60656,41.97371478,-87.84104144,1,OHARE,41,75,22871,1096,0.5812043795620438,0.1660583941605839,2,87.0,87.95,-0.9500000000000028,,,,,,9239.1049270073,
174,609875,DARWIN,60647,41.92332272,-87.70541291,4,LOGAN SQUARE,32,23,22881,499,0.7074148296593187,0.8817635270541082,1,92.25,90.25,2.0,,,,,,13034.31863727455,
175,609876,DAVIS N,60632,41.82185161,-87.70020216,8,BRIGHTON PARK,12,55,22891,513,0.7914230019493177,0.9629629629629628,2,90.75,87.85,2.9000000000000057,,,,,,16410.29044834308,
176,609879,DAWES,60652,41.74507775,-87.71735342,10,ASHBURN,18,69,22901,977,0.8464687819856704,0.9815762538382804,2,87.3,85.35,1.9500000000000028,,,,,,11770.547594677584,
177,609883,DENEEN,60619,41.76249026,-87.62334459,12,GREATER GRAND CROSSING,6,67,22931,479,0.755741127348643,1.0,2,86.80000000000001,78.65,8.150000000000006,,,,,,11731.509394572025,
178,609884,DEVER,60634,41.94255167,-87.81313153,1,DUNNING,38,17,22941,754,0.506631299734748,0.6127320954907162,0,90.3,89.5,0.8000000000000114,,,,,,10033.363395225464,
179,609885,DEWEY,60609,41.79564568,-87.64265158,11,NEW CITY,20,59,22951,240,0.8416666666666667,0.9875,3,90.5,78.9,11.599999999999994,609885.0,0.91,27.0,41.53846153846154,1.5384615384615383,19577.429166666665,36441.11111111111
180,609887,DIXON,60619,41.74366924,-87.60997887,12,CHATHAM,6,40,22971,467,0.7130620985010707,0.9978586723768736,2,86.05000000000001,86.25,-0.1999999999999886,,,,,,11728.71948608137,
181,609891,DOOLITTLE,60616,41.83112063,-87.61227454,9,DOUGLAS,4,1,22991,257,0.8054474708171206,1.0,3,90.95,85.55,5.399999999999992,,,,,,14073.953307392996,
182,609893,DORE,60638,41.78095446,-87.78760442,10,CLEARING,13,62,23001,726,0.4573002754820937,0.7699724517906336,0,88.65,89.2,-0.5499999999999972,,,,,,11904.59779614325,
183,609894,DRAKE,60616,41.84404331,-87.62855345,9,DOUGLAS,3,1,23011,257,0.8599221789883269,0.9922178988326849,1,90.55,81.85,8.700000000000003,,,,,,17868.33073929961,
184,609896,DRUMMOND,60622,41.9159138,-87.6744946,6,LOGAN SQUARE,32,23,23021,305,0.1344262295081967,0.3245901639344262,3,92.5,88.3,4.200000000000003,,,,,,12612.0,
185,609897,EARLE,60636,41.78122517,-87.67554666,11,WEST ENGLEWOOD,16,65,23031,247,0.7935222672064778,0.9878542510121456,3,83.19999999999999,71.6,11.599999999999994,,,,,,18191.2024291498,
186,609900,CURTIS,60628,41.6854184,-87.62165261,13,ROSELAND,9,45,23061,376,0.7845744680851063,0.9840425531914894,3,89.65,84.4,5.25,,,,,,14061.577127659575,
187,609902,METCALFE,60628,41.66944402,-87.63430552,13,WEST PULLMAN,34,50,31061,328,0.7347560975609756,0.9878048780487804,2,84.75,71.1,13.650000000000006,,,,,,14708.942073170732,
188,609903,EDWARDS,60632,41.80554154,-87.72585618,8,ARCHER HEIGHTS,14,54,23081,1252,0.7028753993610224,0.9648562300319488,2,89.75,83.1,6.650000000000006,,,,,,12870.955271565495,
189,609904,ELLINGTON,60644,41.88552958,-87.76658938,3,AUSTIN,29,26,23101,440,0.7454545454545455,0.9954545454545456,1,83.5,74.1,9.400000000000006,,,,,,14941.415909090909,
190,609907,ERICSON,60624,41.87574412,-87.71580443,5,EAST GARFIELD PARK,28,28,29051,355,0.8253521126760563,0.9971830985915492,3,90.45,75.05000000000001,15.399999999999991,,,,,,16405.18028169014,
191,609908,ESMOND,60643,41.68941961,-87.66915867,10,MORGAN PARK,19,74,23131,245,0.7959183673469388,0.9918367346938776,1,92.15,84.9,7.25,609908.0,0.95,18.0,27.692307692307693,1.5384615384615383,15619.14693877551,56915.11111111111
192,609909,EVERETT,60608,41.83155516,-87.6813103,8,MCKINLEY PARK,12,56,23141,113,0.6460176991150443,0.8407079646017699,4,91.55,87.65,3.9000000000000057,,,,,,28098.53097345133,
193,609910,FALCONER,60641,41.93578457,-87.74933063,3,BELMONT CRAGIN,31,19,23151,895,0.7877094972067039,0.9564245810055866,1,92.2,86.8,5.400000000000006,,,,,,11871.410055865921,
194,609912,FARNSWORTH,60630,41.97979006,-87.76607166,1,JEFFERSON PARK,45,11,23161,486,0.5267489711934157,0.4773662551440329,3,87.15,88.95,-1.7999999999999972,,,,,,16153.220164609054,
195,609917,FERNWOOD,60628,41.71118362,-87.64041365,13,WASHINGTON HEIGHTS,34,72,23201,268,0.8022388059701493,0.996268656716418,2,88.9,87.35,1.5500000000000114,609917.0,0.95,17.0,26.15384615384616,1.5384615384615383,11896.373134328358,52162.23529411765
196,609919,FISKE,60637,41.78518282,-87.6086329,9,WOODLAWN,20,9,23221,344,0.7122093023255814,0.9825581395348836,3,89.45,77.85,11.600000000000009,,,,,,17962.802325581397,
197,609920,KANOON,60623,41.85077148,-87.70511208,7,SOUTH LAWNDALE,12,32,29071,418,0.8516746411483254,1.0,2,92.85,87.45,5.399999999999992,,,,,,14418.983253588516,
198,609921,TELPOCHCALLI,60623,41.84794743,-87.69600588,7,SOUTH LAWNDALE,12,32,23231,219,0.7579908675799086,0.9360730593607306,2,89.75,85.0,4.75,609921.0,0.96,21.0,32.30769230769231,1.5384615384615383,18498.319634703195,61370.142857142855
199,609922,BELMONT-CRAGIN,60639,41.92160396,-87.75795257,3,BELMONT CRAGIN,36,19,26771,499,0.6693386773547094,0.9799599198396792,2,86.25,85.1,1.1500000000000057,609922.0,0.96,30.0,46.15384615384615,1.5384615384615383,13183.837675350702,60026.46666666667
200,609924,FORT DEARBORN,60620,41.72967267,-87.65548116,11,WASHINGTON HEIGHTS,21,72,23241,329,0.7051671732522796,0.993920972644377,1,92.8,83.6,9.200000000000005,609924.0,0.96,22.0,33.84615384615385,1.5384615384615383,16646.911854103342,54935.22727272727
201,609925,KELLMAN,60612,41.87016772,-87.7021629,5,EAST GARFIELD PARK,28,28,23251,206,0.8592233009708737,0.9902912621359224,2,91.85,82.2,9.649999999999991,,,,,,16891.898058252427,
202,609927,FOSTER PARK,60620,41.73842548,-87.66809931,11,AUBURN GRESHAM,21,70,23261,297,0.7070707070707071,0.9966329966329966,3,83.7,85.55,-1.8499999999999943,609927.0,0.96,20.0,30.76923076923077,1.5384615384615383,17580.13468013468,45709.75
203,609928,FULLER,60653,41.8180034,-87.61178404,9,GRAND BOULEVARD,4,4,23271,319,0.7554858934169278,0.987460815047022,3,87.0,79.15,7.849999999999994,,,,,,13724.341692789969,
204,609929,FULTON,60609,41.79758027,-87.66843588,11,NEW CITY,16,59,23281,301,0.8338870431893688,0.9833887043189368,3,88.55000000000001,79.6,8.950000000000017,,,,,,16248.983388704319,
205,609930,FUNSTON,60647,41.91761651,-87.71689166,4,LOGAN SQUARE,26,23,23291,410,0.8634146341463415,0.9780487804878047,2,88.4,85.8,2.6000000000000085,,,,,,15303.326829268293,
206,609933,GALE,60626,42.02109056,-87.67193898,2,ROGERS PARK,49,10,31081,229,0.7554585152838428,0.868995633187773,10,85.9,81.65,4.25,,,,,,20603.524017467247,
207,609935,GALLISTEL,60617,41.706801,-87.53517531,13,EAST SIDE,10,49,29091,614,0.8175895765472313,0.985342019543974,0,90.2,88.75,1.4500000000000028,,,,,,13623.539087947882,
208,609938,GARY,60623,41.83706515,-87.71869664,7,SOUTH LAWNDALE,22,32,23311,768,0.8854166666666666,0.9895833333333334,2,91.6,85.5,6.099999999999994,,,,,,13209.069010416666,
209,609939,GILLESPIE,60619,41.72533228,-87.62371944,12,ROSELAND,9,45,23321,392,0.7474489795918368,0.9974489795918368,1,90.95,85.25,5.699999999999989,,,,,,14474.706632653062,
210,609941,RANDOLPH,60636,41.76061413,-87.67596551,11,WEST ENGLEWOOD,17,65,29111,331,0.7945619335347432,0.9969788519637462,2,81.55000000000001,72.55,9.000000000000014,,,,,,14860.561933534744,
211,609942,GOETHE,60647,41.92283101,-87.6928997,4,LOGAN SQUARE,1,23,23341,713,0.5245441795231417,0.699859747545582,2,89.4,84.95,4.450000000000003,,,,,,9963.532959326789,
212,609943,OWENS,60628,41.67061754,-87.62254566,13,WEST PULLMAN,9,50,23351,343,0.760932944606414,0.9620991253644317,1,91.95,76.85,15.100000000000009,,,,,,16844.897959183672,
213,609944,GRISSOM,60633,41.662481,-87.55330671,13,HEGEWISCH,10,52,23361,302,0.695364238410596,0.9039735099337748,0,88.8,86.05,2.75,,,,,,13137.970198675497,
214,609945,GOUDY,60640,41.97581653,-87.65791249,2,UPTOWN,48,31,23371,547,0.7184643510054844,0.583180987202925,2,87.45,91.5,-4.049999999999997,,,,,,14096.173674588665,
215,609947,GRAHAM ES,60609,41.81330373,-87.64334424,6,NEW CITY,11,59,23391,327,0.7920489296636085,0.72782874617737,3,84.05,77.4,6.649999999999992,,,,,,14472.743119266055,
216,609949,GRAY,60641,41.94876358,-87.7571156,1,PORTAGE PARK,45,15,23401,1004,0.7410358565737052,0.8565737051792829,2,86.5,87.4,-0.9000000000000057,,,,,,10732.1593625498,
217,609950,ORTIZ DE DOMINGUEZ,60623,41.83879052,-87.71719032,7,SOUTH LAWNDALE,22,32,23411,393,0.7022900763358778,0.9949109414758268,2,91.1,88.69999999999999,2.4000000000000057,,,,,,16521.648854961833,
218,609951,ARIEL,60653,41.81117346,-87.59750293,9,KENWOOD,4,5,23421,354,0.692090395480226,0.9915254237288136,1,87.30000000000001,78.9,8.400000000000006,609951.0,0.91,30.0,46.15384615384615,1.5384615384615383,16056.889830508475,50192.066666666666
219,609952,GREENE,60609,41.82966928,-87.67149237,8,MCKINLEY PARK,12,56,23431,303,0.7755775577557755,0.8943894389438944,1,89.45,88.30000000000001,1.1499999999999917,,,,,,15526.059405940594,
220,609954,GREGORY,60624,41.87074216,-87.71866613,5,EAST GARFIELD PARK,24,28,23441,281,0.8149466192170819,1.0,0,89.15,81.85,7.300000000000011,,,,,,18474.362989323843,
221,609955,GRESHAM,60620,41.73892016,-87.64502524,11,AUBURN GRESHAM,21,70,23451,332,0.8373493975903614,0.9969879518072288,3,83.1,89.2,-6.1000000000000085,,,,,,14038.222891566265,
222,609956,GRIMES,60638,41.77546426,-87.75880329,10,CLEARING,13,62,23461,389,0.6915167095115681,0.922879177377892,2,89.3,84.7,4.599999999999994,,,,,,13344.94087403599,
223,609958,GUNSAULUS,60632,41.81300737,-87.69936419,8,BRIGHTON PARK,15,55,29121,652,0.7760736196319018,0.9447852760736196,2,93.85,90.6,3.25,,,,,,11854.533742331289,
224,609959,HAINES,60616,41.84995832,-87.63380633,6,ARMOUR SQUARE,25,35,23481,527,0.7552182163187856,0.1612903225806451,3,94.65,90.2,4.450000000000017,,,,,,11805.565464895635,
225,609961,NINOS HEROES,60617,41.74375308,-87.55186172,12,SOUTH CHICAGO,7,42,31101,310,0.7129032258064516,1.0,3,82.1,75.0,7.099999999999994,609961.0,0.91,20.0,30.76923076923077,1.5384615384615383,14234.583870967743,58249.35
226,609963,HAMILTON,60657,41.94521966,-87.67086537,4,LAKE VIEW,47,57,23501,444,0.081081081081081,0.1576576576576576,3,95.9,96.25,-0.3499999999999943,,,,,,11993.853603603604,
227,609964,HAMLINE,60609,41.80724156,-87.66117466,8,NEW CITY,20,59,23511,542,0.8247232472324724,0.9797047970479704,3,91.8,79.75,12.050000000000011,,,,,,13117.632841328414,
228,609966,HAMMOND,60623,41.85271913,-87.6962433,7,SOUTH LAWNDALE,12,32,23531,231,0.8311688311688312,0.9696969696969696,2,89.5,78.1,11.400000000000006,,,,,,19413.35064935065,
229,609967,FINKL,60608,41.84921491,-87.68566784,7,LOWER WEST SIDE,25,33,23541,212,0.8726415094339622,0.9481132075471698,2,85.65,86.35,-0.6999999999999886,,,,,,21998.79245283019,
230,609968,MCAULIFFE,60647,41.91481634,-87.72393113,4,HERMOSA,26,21,23551,575,0.7652173913043478,0.9652173913043478,2,86.75,79.5,7.25,,,,,,11909.189565217392,
231,609969,HARTE,60637,41.79344724,-87.5868546,9,HYDE PARK,5,8,23561,327,0.6055045871559633,0.9327217125382264,0,87.5,85.35,2.1500000000000057,609969.0,0.96,18.0,27.692307692307693,1.5384615384615383,11635.039755351681,65765.38888888889
232,609971,HARVARD,60620,41.75734054,-87.63273687,11,GREATER GRAND CROSSING,6,67,23581,345,0.782608695652174,0.9971014492753624,2,81.25,77.5,3.75,,,,,,16476.08115942029,
233,609972,HAUGAN,60625,41.96402871,-87.72312804,1,ALBANY PARK,35,14,23591,889,0.766029246344207,0.8773903262092239,2,90.4,87.35,3.050000000000012,,,,,,11916.503937007874,
234,609973,ZAPATA,60623,41.8413938,-87.73431332,7,SOUTH LAWNDALE,22,32,23611,520,0.8038461538461539,0.9961538461538462,2,89.5,86.5,3.0,,,,,,15538.065384615385,
235,609975,HAY,60651,41.89917136,-87.75581325,3,AUSTIN,37,26,31111,265,0.8641509433962264,0.9849056603773584,2,88.6,83.80000000000001,4.799999999999983,,,,,,16621.316981132077,
236,609976,HAYT,60660,41.99454089,-87.66850377,2,EDGEWATER,48,76,23621,877,0.7046750285062714,0.6225769669327252,4,88.55000000000001,89.7,-1.1499999999999917,,,,,,11004.451539338654,
237,609977,WOODLAWN,60637,41.77336553,-87.594392,9,WOODLAWN,5,9,23631,186,0.6666666666666666,1.0,2,89.25,77.9,11.349999999999994,609977.0,0.93,12.0,18.461538461538463,1.5384615384615383,16043.677419354839,67967.0
238,609978,SMITH,60628,41.70755762,-87.60466041,13,PULLMAN,8,47,23641,322,0.7204968944099379,0.9875776397515528,3,87.35,81.05000000000001,6.299999999999983,,,,,,14228.73602484472,
239,609981,HEARST,60638,41.808175,-87.74572606,10,GARFIELD RIDGE,22,53,23671,319,0.7523510971786834,0.9717868338557992,2,90.2,80.05000000000001,10.149999999999991,,,,,,17252.379310344826,
