,School_ID,Wards,crime_capita,Year,Attendance
2500,609708,17,0.1724,2014,87.1
2501,609716,17,0.1711636363636363,2015,80.4
2505,609708,17,0.1711636363636363,2015,88.55
2506,609716,17,0.1578181818181818,2016,79.8
2510,609708,17,0.1578181818181818,2016,88.95
2511,609716,17,0.1591818181818181,2017,83.05000000000001
2515,609708,17,0.1591818181818181,2017,85.1
2516,609716,17,0.1620181818181818,2018,82.05
2520,609708,17,0.1620181818181818,2018,86.525
2521,609716,17,0.1529272727272727,2019,81.17500000000001
2525,609708,17,0.1529272727272727,2019,83.375
2531,609716,17,0.1188,2021,97.65
2535,609708,17,0.1188,2021,72.975
2536,609716,17,0.1213636363636363,2022,73.025
2540,609708,17,0.1213636363636363,2022,74.575
2553,609720,18,0.0910181818181818,2013,94.375
2554,609719,18,0.0910181818181818,2013,88.275
2555,610402,18,0.0910181818181818,2013,96.65
2563,609720,18,0.084490909090909,2014,93.675
2564,609719,18,0.084490909090909,2014,91.3
2565,610402,18,0.084490909090909,2014,94.0
2573,609720,18,0.0790363636363636,2015,93.975
2574,609719,18,0.0790363636363636,2015,89.6
2575,610402,18,0.0790363636363636,2015,95.3
2583,609720,18,0.0868363636363636,2016,93.625
2584,609719,18,0.0868363636363636,2016,88.55000000000001
2585,610402,18,0.0868363636363636,2016,96.05
2593,609720,18,0.0813272727272727,2017,94.1
2594,609719,18,0.0813272727272727,2017,89.25
2595,610402,18,0.0813272727272727,2017,95.6
2603,609720,18,0.0757636363636363,2018,93.3
2604,609719,18,0.0757636363636363,2018,88.1
2605,610402,18,0.0757636363636363,2018,95.1
2613,609720,18,0.0691090909090909,2019,92.725
2614,609719,18,0.0691090909090909,2019,85.225
2615,610402,18,0.0691090909090909,2019,94.1
2633,609720,18,0.0525818181818181,2021,93.25
2634,609719,18,0.0525818181818181,2021,78.925
2635,610402,18,0.0525818181818181,2021,93.7
2643,609720,18,0.0588,2022,90.775
2644,609719,18,0.0588,2022,77.45
2645,610402,18,0.0588,2022,91.55
2661,610390,19,0.0466727272727272,2013,92.15
2662,609766,19,0.0466727272727272,2013,86.5
2669,610390,19,0.0433272727272727,2014,92.325
2670,609766,19,0.0433272727272727,2014,88.675
2677,610390,19,0.0437454545454545,2015,92.225
2678,609766,19,0.0437454545454545,2015,89.675
2685,610390,19,0.0431818181818181,2016,92.575
2686,609766,19,0.0431818181818181,2016,88.67500000000001
2693,610390,19,0.0413636363636363,2017,90.025
2694,609766,19,0.0413636363636363,2017,88.225
2701,610390,19,0.0408,2018,91.35
2702,609766,19,0.0408,2018,88.575
2709,610390,19,0.0367636363636363,2019,90.15
2710,609766,19,0.0367636363636363,2019,85.975
2725,610390,19,0.0346545454545454,2021,84.125
2726,609766,19,0.0346545454545454,2021,82.775
2733,610390,19,0.0371272727272727,2022,86.5
2734,609766,19,0.0371272727272727,2022,83.825
2760,609728,20,0.1758,2013,85.875
2764,610568,20,0.154090909090909,2014,73.275
2771,609728,20,0.154090909090909,2014,83.675
2775,610568,20,0.1474545454545454,2015,77.35
2782,609728,20,0.1474545454545454,2015,86.875
2786,610568,20,0.1409090909090909,2016,36.625
2793,609728,20,0.1409090909090909,2016,85.625
2797,610568,20,0.1412,2017,49.35
2804,609728,20,0.1412,2017,86.675
2808,610568,20,0.1383272727272727,2018,76.825
2815,609728,20,0.1383272727272727,2018,88.875
2819,610568,20,0.1467818181818181,2019,79.9
2826,609728,20,0.1467818181818181,2019,89.35
2841,610568,20,0.1220909090909091,2021,75.05
2848,609728,20,0.1220909090909091,2021,82.625
2852,610568,20,0.1323272727272727,2022,52.2
2859,609728,20,0.1323272727272727,2022,79.0
2876,400013,21,0.1752363636363636,2013,96.05
2879,400125,21,0.1752363636363636,2013,77.03333333333333
2886,400013,21,0.1570181818181818,2014,91.725
2888,400162,21,0.1570181818181818,2014,91.8
2889,400125,21,0.1570181818181818,2014,74.5
2894,400169,21,0.1506545454545454,2015,93.5
2896,400013,21,0.1506545454545454,2015,87.525
2898,400162,21,0.1506545454545454,2015,93.6
2899,400125,21,0.1506545454545454,2015,66.63333333333334
2903,400172,21,0.1499636363636363,2016,91.9
2904,400169,21,0.1499636363636363,2016,93.6
2906,400013,21,0.1499636363636363,2016,90.775
2908,400162,21,0.1499636363636363,2016,93.33333333333331
2909,400125,21,0.1499636363636363,2016,57.93333333333334
2913,400172,21,0.1466,2017,90.8
2914,400169,21,0.1466,2017,92.46666666666664
2916,400013,21,0.1466,2017,89.9
2918,400162,21,0.1466,2017,93.425
2919,400125,21,0.1466,2017,55.75
2923,400172,21,0.1504181818181818,2018,88.76666666666667
2924,400169,21,0.1504181818181818,2018,93.45
2926,400013,21,0.1504181818181818,2018,89.15
2928,400162,21,0.1504181818181818,2018,93.3
2929,400125,21,0.1504181818181818,2018,54.825
2933,400172,21,0.1514,2019,86.875
2934,400169,21,0.1514,2019,94.2
2936,400013,21,0.1514,2019,91.7
2938,400162,21,0.1514,2019,93.55
2939,400125,21,0.1514,2019,65.23333333333333
2953,400172,21,0.1166909090909091,2021,78.9
2954,400169,21,0.1166909090909091,2021,78.85
2956,400013,21,0.1166909090909091,2021,85.475
2958,400162,21,0.1166909090909091,2021,92.375
2959,400125,21,0.1166909090909091,2021,70.73333333333333
2963,400172,21,0.1322,2022,80.15
2964,400169,21,0.1322,2022,86.4
2966,400013,21,0.1322,2022,84.75
2968,400162,21,0.1322,2022,88.55000000000001
2969,400125,21,0.1322,2022,66.86666666666666
2990,400147,22,0.0651272727272727,2013,66.725
2992,609762,22,0.0651272727272727,2013,80.775
3002,609705,22,0.0651272727272727,2013,80.125
3010,400147,22,0.0601272727272727,2014,77.275
3012,609762,22,0.0601272727272727,2014,76.2
3022,609705,22,0.0601272727272727,2014,79.975
3030,400147,22,0.0563090909090909,2015,63.25
3032,609762,22,0.0563090909090909,2015,79.5
3042,609705,22,0.0563090909090909,2015,83.625
3050,400147,22,0.0574727272727272,2016,82.75
3052,609762,22,0.0574727272727272,2016,83.475
3062,609705,22,0.0574727272727272,2016,86.425
3070,400147,22,0.055690909090909,2017,74.3
3072,609762,22,0.055690909090909,2017,81.725
3082,609705,22,0.055690909090909,2017,86.325
3085,400171,22,0.055690909090909,2017,92.8
3090,400147,22,0.0607272727272727,2018,82.175
3092,609762,22,0.0607272727272727,2018,80.75
3102,609705,22,0.0607272727272727,2018,86.975
3105,400171,22,0.0607272727272727,2018,90.15
3110,400147,22,0.0606545454545454,2019,77.15
3112,609762,22,0.0606545454545454,2019,80.775
3122,609705,22,0.0606545454545454,2019,87.8
3125,400171,22,0.0606545454545454,2019,88.16666666666667
3150,400147,22,0.0462,2021,65.075
3151,610593,22,0.0462,2021,46.150000000000006
3152,609762,22,0.0462,2021,72.075
3162,609705,22,0.0462,2021,61.725
3170,400147,22,0.0532181818181818,2022,71.325
3171,610593,22,0.0532181818181818,2022,51.025
3172,609762,22,0.0532181818181818,2022,74.4
3182,609705,22,0.0532181818181818,2022,71.4
3217,609693,23,0.0668181818181818,2013,92.225
3221,400119,23,0.0668181818181818,2013,87.3
3223,400123,23,0.0668181818181818,2013,63.875
3226,609750,23,0.0668181818181818,2013,50.525
3228,609723,23,0.0668181818181818,2013,75.4
3230,610334,23,0.0668181818181818,2013,82.0
3232,609722,23,0.0668181818181818,2013,79.625
3235,400057,23,0.0668181818181818,2013,95.75
3242,609693,23,0.0569818181818181,2014,92.75
3246,400119,23,0.0569818181818181,2014,85.95
3248,400123,23,0.0569818181818181,2014,80.13333333333333
3251,609750,23,0.0569818181818181,2014,59.85
3253,609723,23,0.0569818181818181,2014,81.92500000000001
3255,610334,23,0.0569818181818181,2014,83.7
3257,609722,23,0.0569818181818181,2014,83.725
3260,400057,23,0.0569818181818181,2014,94.95
3262,610571,23,0.0569818181818181,2014,40.05
3267,609693,23,0.0566181818181818,2015,91.675
3271,400119,23,0.0566181818181818,2015,87.66666666666667
3273,400123,23,0.0566181818181818,2015,71.03333333333335
3276,609750,23,0.0566181818181818,2015,61.575
3278,609723,23,0.0566181818181818,2015,86.5
3280,610334,23,0.0566181818181818,2015,86.775
3282,609722,23,0.0566181818181818,2015,85.275
3285,400057,23,0.0566181818181818,2015,95.575
3287,610571,23,0.0566181818181818,2015,47.95
3292,609693,23,0.0614,2016,92.6
3296,400119,23,0.0614,2016,86.75
3298,400123,23,0.0614,2016,70.8
3301,609750,23,0.0614,2016,62.6
3303,609723,23,0.0614,2016,89.175
3305,610334,23,0.0614,2016,85.15
3307,609722,23,0.0614,2016,80.55
3310,400057,23,0.0614,2016,94.9
3312,610571,23,0.0614,2016,46.5
3317,609693,23,0.0565636363636363,2017,91.825
3321,400119,23,0.0565636363636363,2017,89.375
3323,400123,23,0.0565636363636363,2017,54.5
3326,609750,23,0.0565636363636363,2017,53.925
3328,609723,23,0.0565636363636363,2017,78.975
3330,610334,23,0.0565636363636363,2017,85.17500000000001
3332,609722,23,0.0565636363636363,2017,73.9
3335,400057,23,0.0565636363636363,2017,94.15
3337,610571,23,0.0565636363636363,2017,48.825
3342,609693,23,0.0575636363636363,2018,91.825
3346,400119,23,0.0575636363636363,2018,86.725
3348,400123,23,0.0575636363636363,2018,49.875
3351,609750,23,0.0575636363636363,2018,61.975
3353,609723,23,0.0575636363636363,2018,73.725
3355,610334,23,0.0575636363636363,2018,82.95
3357,609722,23,0.0575636363636363,2018,74.25
3360,400057,23,0.0575636363636363,2018,92.7
3362,610571,23,0.0575636363636363,2018,50.975
3367,609693,23,0.0451272727272727,2019,91.525
3371,400119,23,0.0451272727272727,2019,85.575
3373,400123,23,0.0451272727272727,2019,64.06666666666666
3376,609750,23,0.0451272727272727,2019,59.0
3378,609723,23,0.0451272727272727,2019,77.375
3380,610334,23,0.0451272727272727,2019,80.65
3382,609722,23,0.0451272727272727,2019,76.65
3385,400057,23,0.0451272727272727,2019,93.375
3387,610571,23,0.0451272727272727,2019,54.975
3417,609693,23,0.0400545454545454,2021,83.575
3421,400119,23,0.0400545454545454,2021,75.45
3423,400123,23,0.0400545454545454,2021,62.3
3426,609750,23,0.0400545454545454,2021,67.1
3428,609723,23,0.0400545454545454,2021,57.325
3430,610334,23,0.0400545454545454,2021,66.95
3432,609722,23,0.0400545454545454,2021,57.55
3435,400057,23,0.0400545454545454,2021,84.225
3437,610571,23,0.0400545454545454,2021,49.1
3442,609693,23,0.0459090909090909,2022,86.5
3446,400119,23,0.0459090909090909,2022,79.9
3448,400123,23,0.0459090909090909,2022,49.0
3451,609750,23,0.0459090909090909,2022,48.2
3453,609723,23,0.0459090909090909,2022,64.275
3455,610334,23,0.0459090909090909,2022,66.425
3457,609722,23,0.0459090909090909,2022,63.45
3460,400057,23,0.0459090909090909,2022,82.125
3462,610571,23,0.0459090909090909,2022,40.375
3473,609724,24,0.2422545454545454,2013,87.65
3474,609695,24,0.2422545454545454,2013,88.6
3475,609749,24,0.2422545454545454,2013,94.9
3481,609724,24,0.223890909090909,2014,89.7
3482,609695,24,0.223890909090909,2014,90.3
3483,609749,24,0.223890909090909,2014,92.9
3489,609724,24,0.2198181818181818,2015,90.925
3490,609695,24,0.2198181818181818,2015,90.375
3491,609749,24,0.2198181818181818,2015,94.45
3497,609724,24,0.2235818181818182,2016,89.775
3498,609695,24,0.2235818181818182,2016,91.55
3499,609749,24,0.2235818181818182,2016,93.375
3505,609724,24,0.2291454545454545,2017,90.325
3506,609695,24,0.2291454545454545,2017,91.05
3507,609749,24,0.2291454545454545,2017,93.6
3513,609724,24,0.2304363636363636,2018,88.0
3514,609695,24,0.2304363636363636,2018,91.2
3515,609749,24,0.2304363636363636,2018,94.1
3521,609724,24,0.2043090909090909,2019,89.55
3522,609695,24,0.2043090909090909,2019,90.725
3523,609749,24,0.2043090909090909,2019,93.6
3537,609724,24,0.1473818181818181,2021,82.6
3538,609695,24,0.1473818181818181,2021,83.875
3539,609749,24,0.1473818181818181,2021,94.375
3545,609724,24,0.1466727272727272,2022,82.55
3546,609695,24,0.1466727272727272,2022,84.875
3547,609749,24,0.1466727272727272,2022,91.4
3630,400036,26,0.0852181818181818,2013,93.65
3638,400091,26,0.0852181818181818,2013,85.425
3642,400104,26,0.0852181818181818,2013,87.66666666666667
3647,609764,26,0.0852181818181818,2013,89.175
3650,400036,26,0.0728363636363636,2014,94.375
3658,400091,26,0.0728363636363636,2014,88.25
3660,400164,26,0.0728363636363636,2014,78.5
3662,400104,26,0.0728363636363636,2014,92.425
3667,609764,26,0.0728363636363636,2014,90.3
3670,400036,26,0.0669454545454545,2015,91.775
3678,400091,26,0.0669454545454545,2015,87.85
3680,400164,26,0.0669454545454545,2015,78.23333333333333
3682,400104,26,0.0669454545454545,2015,90.675
3687,609764,26,0.0669454545454545,2015,89.35
3690,400036,26,0.0740909090909091,2016,94.925
3698,400091,26,0.0740909090909091,2016,88.4
3700,400164,26,0.0740909090909091,2016,70.63333333333334
3702,400104,26,0.0740909090909091,2016,89.7
3707,609764,26,0.0740909090909091,2016,89.675
3710,400036,26,0.0700363636363636,2017,64.375
3718,400091,26,0.0700363636363636,2017,87.5
3720,400164,26,0.0700363636363636,2017,59.0
3722,400104,26,0.0700363636363636,2017,89.625
3727,609764,26,0.0700363636363636,2017,85.725
3730,400036,26,0.0652181818181818,2018,87.95
3738,400091,26,0.0652181818181818,2018,90.125
3740,400164,26,0.0652181818181818,2018,69.175
3742,400104,26,0.0652181818181818,2018,87.575
3747,609764,26,0.0652181818181818,2018,85.2
3750,400036,26,0.0697090909090909,2019,79.975
3758,400091,26,0.0697090909090909,2019,89.775
3760,400164,26,0.0697090909090909,2019,64.8
3762,400104,26,0.0697090909090909,2019,87.55
3767,609764,26,0.0697090909090909,2019,85.025
3798,400091,26,0.0589818181818181,2021,81.67500000000001
3800,400164,26,0.0589818181818181,2021,55.725
3802,400104,26,0.0589818181818181,2021,97.0
3807,609764,26,0.0589818181818181,2021,77.3
3818,400091,26,0.0693090909090909,2022,83.425
3820,400164,26,0.0693090909090909,2022,44.55
3822,400104,26,0.0693090909090909,2022,79.8
3827,609764,26,0.0693090909090909,2022,78.6
3912,610385,28,0.2842363636363636,2013,91.075
3917,610384,28,0.2842363636363636,2013,93.375
3920,610383,28,0.2842363636363636,2013,91.925
3922,609704,28,0.2842363636363636,2013,83.925
3923,610392,28,0.2842363636363636,2013,93.5
3927,610385,28,0.2646909090909091,2014,88.77499999999999
3932,610384,28,0.2646909090909091,2014,92.525
3935,610383,28,0.2646909090909091,2014,91.475
3937,609704,28,0.2646909090909091,2014,87.775
3938,610392,28,0.2646909090909091,2014,93.375
3942,610385,28,0.2400545454545454,2015,89.075
3947,610384,28,0.2400545454545454,2015,91.9
3950,610383,28,0.2400545454545454,2015,91.9
3952,609704,28,0.2400545454545454,2015,87.725
3953,610392,28,0.2400545454545454,2015,92.45
3957,610385,28,0.2288,2016,85.975
3962,610384,28,0.2288,2016,93.4
3965,610383,28,0.2288,2016,90.0
3967,609704,28,0.2288,2016,87.5
3968,610392,28,0.2288,2016,93.1
3972,610385,28,0.2056545454545454,2017,83.875
3977,610384,28,0.2056545454545454,2017,92.55
3980,610383,28,0.2056545454545454,2017,89.32499999999999
3982,609704,28,0.2056545454545454,2017,85.85
3983,610392,28,0.2056545454545454,2017,90.575
3987,610385,28,0.2175272727272727,2018,89.175
3992,610384,28,0.2175272727272727,2018,93.075
3995,610383,28,0.2175272727272727,2018,90.15
3997,609704,28,0.2175272727272727,2018,86.45
3998,610392,28,0.2175272727272727,2018,91.4
4002,610385,28,0.2364545454545454,2019,85.95
4007,610384,28,0.2364545454545454,2019,92.15
4010,610383,28,0.2364545454545454,2019,86.3
4012,609704,28,0.2364545454545454,2019,86.725
4013,610392,28,0.2364545454545454,2019,90.15
4032,610385,28,0.1823454545454545,2021,98.95
4037,610384,28,0.1823454545454545,2021,86.825
4040,610383,28,0.1823454545454545,2021,77.4
4042,609704,28,0.1823454545454545,2021,70.42500000000001
4043,610392,28,0.1823454545454545,2021,86.1
4047,610385,28,0.1812727272727272,2022,72.0
4052,610384,28,0.1812727272727272,2022,89.425
4055,610383,28,0.1812727272727272,2022,75.1
4057,609704,28,0.1812727272727272,2022,70.25
4058,610392,28,0.1812727272727272,2022,86.4
4082,609734,29,0.1338,2013,89.85
4089,610569,29,0.1228,2014,57.5
4094,609734,29,0.1228,2014,89.15
4101,610569,29,0.1187454545454545,2015,56.775
4106,609734,29,0.1187454545454545,2015,90.525
4113,610569,29,0.1147818181818181,2016,45.45
4118,609734,29,0.1147818181818181,2016,90.5
4125,610569,29,0.1037090909090909,2017,45.85
4130,609734,29,0.1037090909090909,2017,88.6
4137,610569,29,0.1039090909090909,2018,51.4
4142,609734,29,0.1039090909090909,2018,89.4
4149,610569,29,0.1082545454545454,2019,64.35
4154,609734,29,0.1082545454545454,2019,89.25
4173,610569,29,0.092090909090909,2021,58.9
4178,609734,29,0.092090909090909,2021,86.95
4185,610569,29,0.099,2022,61.775
4190,609734,29,0.099,2022,83.575
4202,609698,30,0.077690909090909,2013,83.95
4208,610558,30,0.077690909090909,2013,95.3
4211,610557,30,0.077690909090909,2013,86.66666666666667
4213,609698,30,0.0694,2014,87.6
4219,610558,30,0.0694,2014,94.05
4222,610557,30,0.0694,2014,70.95
4224,609698,30,0.0662363636363636,2015,88.275
4230,610558,30,0.0662363636363636,2015,92.76666666666668
4233,610557,30,0.0662363636363636,2015,83.95
4235,609698,30,0.0644181818181818,2016,89.25
4241,610558,30,0.0644181818181818,2016,91.4
4244,610557,30,0.0644181818181818,2016,45.2
4246,609698,30,0.0627636363636363,2017,87.425
4252,610558,30,0.0627636363636363,2017,89.25
4255,610557,30,0.0627636363636363,2017,48.45
4257,609698,30,0.0553818181818181,2018,87.65
4263,610558,30,0.0553818181818181,2018,89.125
4266,610557,30,0.0553818181818181,2018,69.15
4268,609698,30,0.0488363636363636,2019,85.975
4274,610558,30,0.0488363636363636,2019,87.475
4277,610557,30,0.0488363636363636,2019,72.325
4290,609698,30,0.0403636363636363,2021,71.9
4296,610558,30,0.0403636363636363,2021,84.4
4299,610557,30,0.0403636363636363,2021,67.6
4301,609698,30,0.0457454545454545,2022,76.85
4307,610558,30,0.0457454545454545,2022,84.225
4310,610557,30,0.0457454545454545,2022,53.825
4331,609745,31,0.0786,2013,88.85
4332,400032,31,0.0786,2013,94.575
4335,400115,31,0.0786,2013,95.2
4344,609745,31,0.0699818181818181,2014,90.05
4345,400032,31,0.0699818181818181,2014,95.85
4348,400115,31,0.0699818181818181,2014,95.35
4356,400176,31,0.0655818181818181,2015,61.25
4357,609745,31,0.0655818181818181,2015,91.2
4358,400032,31,0.0655818181818181,2015,95.625
4361,400115,31,0.0655818181818181,2015,95.025
4369,400176,31,0.0643272727272727,2016,68.55
4370,609745,31,0.0643272727272727,2016,88.55000000000001
4371,400032,31,0.0643272727272727,2016,91.0
4374,400115,31,0.0643272727272727,2016,95.475
4382,400176,31,0.0648909090909091,2017,70.2
4383,609745,31,0.0648909090909091,2017,93.75
4384,400032,31,0.0648909090909091,2017,89.0
4387,400115,31,0.0648909090909091,2017,94.375
4395,400176,31,0.057,2018,73.65
4396,609745,31,0.057,2018,90.4
4397,400032,31,0.057,2018,89.0
4400,400115,31,0.057,2018,95.25
4408,400176,31,0.0529090909090909,2019,74.225
4409,609745,31,0.0529090909090909,2019,88.2
4410,400032,31,0.0529090909090909,2019,88.175
4413,400115,31,0.0529090909090909,2019,94.625
4434,400176,31,0.043890909090909,2021,56.366666666666674
4435,609745,31,0.043890909090909,2021,80.1
4436,400032,31,0.043890909090909,2021,78.7
4439,400115,31,0.043890909090909,2021,95.575
4447,400176,31,0.0498727272727272,2022,73.5
4448,609745,31,0.0498727272727272,2022,83.0
4449,400032,31,0.0498727272727272,2022,81.85
4452,400115,31,0.0498727272727272,2022,85.75
4472,400130,32,0.0860363636363636,2013,65.26666666666667
4489,400130,32,0.0816727272727272,2014,70.8
4502,610565,32,0.0816727272727272,2014,61.6
4506,400130,32,0.0770727272727272,2015,67.46666666666667
4519,610565,32,0.0770727272727272,2015,69.05
4523,400130,32,0.0864727272727272,2016,63.1
4536,610565,32,0.0864727272727272,2016,76.275
4540,400130,32,0.0870727272727272,2017,57.05
4553,610565,32,0.0870727272727272,2017,71.925
4557,400130,32,0.0763454545454545,2018,67.175
4570,610565,32,0.0763454545454545,2018,72.0
4574,400130,32,0.0595272727272727,2019,62.76666666666667
4587,610565,32,0.0595272727272727,2019,71.17500000000001
4608,400130,32,0.0441636363636363,2021,58.3
4612,610592,32,0.0441636363636363,2021,70.8
4621,610565,32,0.0441636363636363,2021,68.625
4625,400130,32,0.0537090909090909,2022,52.43333333333334
4629,610592,32,0.0537090909090909,2022,68.63333333333334
4638,610565,32,0.0537090909090909,2022,75.325
4657,400052,33,0.0525636363636363,2013,94.175
4661,609713,33,0.0525636363636363,2013,72.225
4668,400052,33,0.0460727272727272,2014,93.95
4672,609713,33,0.0460727272727272,2014,80.975
4679,400052,33,0.0457090909090909,2015,92.8
4683,609713,33,0.0457090909090909,2015,82.9
4690,400052,33,0.0454181818181818,2016,93.2
4694,609713,33,0.0454181818181818,2016,86.35
4701,400052,33,0.0476727272727272,2017,93.175
4705,609713,33,0.0476727272727272,2017,85.825
4712,400052,33,0.0478181818181818,2018,92.0
4716,609713,33,0.0478181818181818,2018,86.8
4723,400052,33,0.0434545454545454,2019,92.825
4727,609713,33,0.0434545454545454,2019,86.85
4745,400052,33,0.0364,2021,81.8
4749,609713,33,0.0364,2021,75.975
4756,400052,33,0.0430545454545454,2022,81.825
4760,609713,33,0.0430545454545454,2022,82.1
4771,609738,34,0.1584,2013,87.125
4777,609738,34,0.1359272727272727,2014,87.525
4783,609738,34,0.1254181818181818,2015,90.05
4789,609738,34,0.1225818181818181,2016,90.275
4795,609738,34,0.1252727272727272,2017,90.225
4801,609738,34,0.1267090909090909,2018,90.85
4807,609738,34,0.1219272727272727,2019,89.075
4819,609738,34,0.1080727272727272,2021,89.475
4825,609738,34,0.1085818181818181,2022,83.525
4850,400136,35,0.0690727272727272,2013,90.66666666666669
4856,400139,35,0.0690727272727272,2013,85.06666666666666
4857,609674,35,0.0690727272727272,2013,83.65
4859,610547,35,0.0690727272727272,2013,89.44999999999999
4866,609712,35,0.0690727272727272,2013,65.7
4867,400150,35,0.0690727272727272,2013,80.43333333333334
4870,400136,35,0.0590363636363636,2014,90.9
4876,400139,35,0.0590363636363636,2014,87.53333333333335
4877,609674,35,0.0590363636363636,2014,86.875
4879,610547,35,0.0590363636363636,2014,90.8
4886,609712,35,0.0590363636363636,2014,68.4
4887,400150,35,0.0590363636363636,2014,75.26666666666667
4890,400136,35,0.0559818181818181,2015,82.43333333333334
4896,400139,35,0.0559818181818181,2015,66.76666666666667
4897,609674,35,0.0559818181818181,2015,86.6
4899,610547,35,0.0559818181818181,2015,88.05
4906,609712,35,0.0559818181818181,2015,74.35
4907,400150,35,0.0559818181818181,2015,79.76666666666667
4910,400136,35,0.0617818181818181,2016,81.96666666666667
4916,400139,35,0.0617818181818181,2016,74.03333333333333
4917,609674,35,0.0617818181818181,2016,87.25
4919,610547,35,0.0617818181818181,2016,90.075
4926,609712,35,0.0617818181818181,2016,77.125
4927,400150,35,0.0617818181818181,2016,77.73333333333333
4930,400136,35,0.060290909090909,2017,66.475
4936,400139,35,0.060290909090909,2017,64.975
4937,609674,35,0.060290909090909,2017,83.7
4939,610547,35,0.060290909090909,2017,89.8
4946,609712,35,0.060290909090909,2017,80.375
4947,400150,35,0.060290909090909,2017,56.275
4950,400136,35,0.0587454545454545,2018,68.375
4956,400139,35,0.0587454545454545,2018,77.275
4957,609674,35,0.0587454545454545,2018,90.425
4959,610547,35,0.0587454545454545,2018,90.525
4966,609712,35,0.0587454545454545,2018,80.25
4967,400150,35,0.0587454545454545,2018,67.45
4970,400136,35,0.0514545454545454,2019,76.3
4976,400139,35,0.0514545454545454,2019,86.56666666666666
4977,609674,35,0.0514545454545454,2019,84.925
