,School_ID,Wards,crime_capita,Year,Attendance
4979,610547,35,0.0514545454545454,2019,88.925
4986,609712,35,0.0514545454545454,2019,76.4
4987,400150,35,0.0514545454545454,2019,69.6
5010,400136,35,0.042690909090909,2021,58.86666666666667
5016,400139,35,0.042690909090909,2021,89.93333333333334
5017,609674,35,0.042690909090909,2021,75.85
5018,400181,35,0.042690909090909,2021,79.9
5019,610547,35,0.042690909090909,2021,77.7
5026,609712,35,0.042690909090909,2021,59.025000000000006
5027,400150,35,0.042690909090909,2021,60.66666666666666
5030,400136,35,0.0459090909090909,2022,60.3
5036,400139,35,0.0459090909090909,2022,88.56666666666668
5037,609674,35,0.0459090909090909,2022,78.025
5038,400181,35,0.0459090909090909,2022,83.75
5039,610547,35,0.0459090909090909,2022,78.9
5046,609712,35,0.0459090909090909,2022,69.875
5047,400150,35,0.0459090909090909,2022,52.86666666666667
5051,400098,36,0.0554363636363636,2013,96.85
5052,400133,36,0.0554363636363636,2013,78.16666666666667
5053,400098,36,0.0464181818181818,2014,96.675
5054,400133,36,0.0464181818181818,2014,84.5
5055,400098,36,0.05,2015,96.325
5056,400133,36,0.05,2015,73.60000000000001
5057,400098,36,0.0546727272727272,2016,96.875
5058,400133,36,0.0546727272727272,2016,67.26666666666667
5059,400098,36,0.0490727272727272,2017,95.425
5060,400133,36,0.0490727272727272,2017,39.55
5061,400098,36,0.0486727272727272,2018,95.05
5062,400133,36,0.0486727272727272,2018,49.675
5063,400098,36,0.0516363636363636,2019,94.575
5064,400133,36,0.0516363636363636,2019,52.8
5067,400098,36,0.043890909090909,2021,76.425
5068,400133,36,0.043890909090909,2021,48.03333333333333
5069,400098,36,0.0493636363636363,2022,85.19999999999999
5070,400133,36,0.0493636363636363,2022,56.66666666666666
5090,400094,37,0.1508727272727272,2013,90.025
5095,610323,37,0.1508727272727272,2013,80.9
5104,610573,37,0.1350363636363636,2014,69.85
5105,400094,37,0.1350363636363636,2014,89.6
5110,610323,37,0.1350363636363636,2014,85.925
5113,400157,37,0.1350363636363636,2014,89.3
5119,610573,37,0.1298545454545454,2015,62.5
5120,400094,37,0.1298545454545454,2015,90.325
5125,610323,37,0.1298545454545454,2015,88.42500000000001
5128,400157,37,0.1298545454545454,2015,90.85
5130,400175,37,0.1298545454545454,2015,77.35
5134,610573,37,0.1231454545454545,2016,72.47500000000001
5135,400094,37,0.1231454545454545,2016,91.4
5140,610323,37,0.1231454545454545,2016,87.0
5143,400157,37,0.1231454545454545,2016,90.63333333333333
5149,610573,37,0.1171818181818181,2017,64.525
5150,400094,37,0.1171818181818181,2017,91.05
5155,610323,37,0.1171818181818181,2017,82.225
5158,400157,37,0.1171818181818181,2017,89.125
5160,400175,37,0.1171818181818181,2017,68.55
5164,610573,37,0.1245818181818181,2018,57.025
5165,400094,37,0.1245818181818181,2018,92.925
5170,610323,37,0.1245818181818181,2018,82.4
5173,400157,37,0.1245818181818181,2018,90.325
5175,400175,37,0.1245818181818181,2018,74.85
5179,610573,37,0.1422727272727272,2019,67.8
5180,400094,37,0.1422727272727272,2019,91.65
5185,610323,37,0.1422727272727272,2019,85.6
5188,400157,37,0.1422727272727272,2019,90.175
5190,400175,37,0.1422727272727272,2019,74.575
5210,400094,37,0.1071818181818181,2021,81.1
5215,610323,37,0.1071818181818181,2021,71.975
5218,400157,37,0.1071818181818181,2021,71.32499999999999
5220,400175,37,0.1071818181818181,2021,71.975
5224,610573,37,0.108,2022,80.9
5225,400094,37,0.108,2022,78.775
5230,610323,37,0.108,2022,76.05
5233,400157,37,0.108,2022,77.25
5235,400175,37,0.108,2022,71.65
5245,609737,38,0.0619090909090909,2013,91.575
5247,609744,38,0.0619090909090909,2013,90.85
5250,400034,38,0.0619090909090909,2013,95.825
5254,609737,38,0.0513272727272727,2014,92.075
5256,609744,38,0.0513272727272727,2014,91.45
5259,400034,38,0.0513272727272727,2014,95.775
5263,609737,38,0.0534545454545454,2015,93.2
5265,609744,38,0.0534545454545454,2015,92.975
5268,400034,38,0.0534545454545454,2015,95.35
5272,609737,38,0.0513454545454545,2016,93.25
5274,609744,38,0.0513454545454545,2016,91.8
5277,400034,38,0.0513454545454545,2016,94.325
5281,609737,38,0.0497454545454545,2017,92.625
5283,609744,38,0.0497454545454545,2017,91.65
5286,400034,38,0.0497454545454545,2017,93.25
5290,609737,38,0.0474363636363636,2018,93.125
5292,609744,38,0.0474363636363636,2018,90.975
5295,400034,38,0.0474363636363636,2018,93.975
5299,609737,38,0.0333272727272727,2019,91.5
5301,609744,38,0.0333272727272727,2019,91.5
5304,400034,38,0.0333272727272727,2019,93.975
5317,609737,38,0.0362363636363636,2021,88.375
5319,609744,38,0.0362363636363636,2021,83.25
5322,400034,38,0.0362363636363636,2021,98.35
5326,609737,38,0.0403454545454545,2022,87.375
5328,609744,38,0.0403454545454545,2022,85.3
5331,400034,38,0.0403454545454545,2022,89.175
5345,400141,39,0.0509090909090909,2013,80.2
5348,610394,39,0.0509090909090909,2013,86.475
5352,400141,39,0.0447454545454545,2014,81.76666666666667
5355,610394,39,0.0447454545454545,2014,88.275
5359,400141,39,0.0489636363636363,2015,77.5
5362,610394,39,0.0489636363636363,2015,90.3
5366,400141,39,0.0478545454545454,2016,70.0
5369,610394,39,0.0478545454545454,2016,89.75
5373,400141,39,0.0487090909090909,2017,73.275
5376,610394,39,0.0487090909090909,2017,86.65
5380,400141,39,0.0456545454545454,2018,65.9
5383,610394,39,0.0456545454545454,2018,84.5
5387,400141,39,0.0401636363636363,2019,61.16666666666666
5390,610394,39,0.0401636363636363,2019,85.69999999999999
5401,400141,39,0.0358727272727272,2021,60.66666666666666
5404,610394,39,0.0358727272727272,2021,66.4
5408,400141,39,0.0460181818181818,2022,51.73333333333333
5411,610394,39,0.0460181818181818,2022,75.325
5425,610524,40,0.0564,2013,90.85
5435,610524,40,0.0498727272727272,2014,88.30000000000001
5445,610524,40,0.046090909090909,2015,90.85
5455,610524,40,0.0491454545454545,2016,91.125
5465,610524,40,0.0515090909090909,2017,88.275
5475,610524,40,0.0538181818181818,2018,90.6
5485,610524,40,0.050090909090909,2019,90.725
5505,610524,40,0.0467818181818181,2021,80.275
5515,610524,40,0.0546,2022,83.9
5540,609740,41,0.0637454545454545,2013,80.225
5546,610529,41,0.0637454545454545,2013,89.85
5550,400055,41,0.0637454545454545,2013,94.35
5552,609759,41,0.0637454545454545,2013,81.44999999999999
5556,609740,41,0.0617090909090909,2014,86.25
5562,610529,41,0.0617090909090909,2014,89.525
5566,400055,41,0.0617090909090909,2014,94.35
5568,609759,41,0.0617090909090909,2014,82.325
5572,609740,41,0.0577090909090909,2015,88.775
5578,610529,41,0.0577090909090909,2015,91.925
5582,400055,41,0.0577090909090909,2015,94.2
5584,609759,41,0.0577090909090909,2015,81.625
5588,609740,41,0.0606363636363636,2016,90.625
5594,610529,41,0.0606363636363636,2016,92.8
5598,400055,41,0.0606363636363636,2016,94.075
5600,609759,41,0.0606363636363636,2016,81.925
5604,609740,41,0.0543090909090909,2017,88.625
5610,610529,41,0.0543090909090909,2017,92.775
5614,400055,41,0.0543090909090909,2017,93.075
5616,609759,41,0.0543090909090909,2017,82.25
5620,609740,41,0.0538727272727272,2018,89.7
5626,610529,41,0.0538727272727272,2018,93.325
5630,400055,41,0.0538727272727272,2018,93.0
5632,609759,41,0.0538727272727272,2018,80.65
5636,609740,41,0.0528727272727272,2019,86.325
5642,610529,41,0.0528727272727272,2019,90.275
5646,400055,41,0.0528727272727272,2019,93.125
5648,609759,41,0.0528727272727272,2019,79.44999999999999
5668,609740,41,0.0488181818181818,2021,80.625
5674,610529,41,0.0488181818181818,2021,84.875
5678,400055,41,0.0488181818181818,2021,79.10000000000001
5680,609759,41,0.0488181818181818,2021,69.375
5684,609740,41,0.055,2022,74.95
5690,610529,41,0.055,2022,82.65
5694,400055,41,0.055,2022,81.5
5696,609759,41,0.055,2022,67.65
5714,609753,42,0.2439636363636363,2013,92.95
5718,609725,42,0.2439636363636363,2013,85.875
5726,609753,42,0.2182545454545454,2014,93.675
5730,609725,42,0.2182545454545454,2014,85.35
5738,609753,42,0.2265272727272727,2015,93.45
5742,609725,42,0.2265272727272727,2015,84.875
5750,609753,42,0.2687818181818182,2016,93.325
5754,609725,42,0.2687818181818182,2016,87.675
5762,609753,42,0.3170363636363636,2017,93.825
5766,609725,42,0.3170363636363636,2017,85.075
5774,609753,42,0.3303636363636363,2018,94.225
5778,609725,42,0.3303636363636363,2018,83.075
5786,609753,42,0.3030545454545454,2019,93.275
5790,609725,42,0.3030545454545454,2019,83.775
5810,609753,42,0.1657272727272727,2021,89.9
5814,609725,42,0.1657272727272727,2021,79.9
5822,609753,42,0.2303454545454545,2022,90.25
5826,609725,42,0.2303454545454545,2022,69.625
5857,609761,43,0.0710909090909091,2013,78.60000000000001
5858,609710,43,0.0710909090909091,2013,70.575
5859,609726,43,0.0710909090909091,2013,88.975
5862,609760,43,0.0710909090909091,2013,92.175
5877,609761,43,0.0638363636363636,2014,80.175
5878,609710,43,0.0638363636363636,2014,77.625
5879,609726,43,0.0638363636363636,2014,89.175
5882,609760,43,0.0638363636363636,2014,94.125
5887,400156,43,0.0638363636363636,2014,92.6
5897,609761,43,0.0585636363636363,2015,80.225
5898,609710,43,0.0585636363636363,2015,79.35
5899,609726,43,0.0585636363636363,2015,92.05
5902,609760,43,0.0585636363636363,2015,94.2
5907,400156,43,0.0585636363636363,2015,93.65
5917,609761,43,0.0663636363636363,2016,82.3
5918,609710,43,0.0663636363636363,2016,82.95
5919,609726,43,0.0663636363636363,2016,92.0
5922,609760,43,0.0663636363636363,2016,94.05
5927,400156,43,0.0663636363636363,2016,93.1
5937,609761,43,0.0730545454545454,2017,78.95
5938,609710,43,0.0730545454545454,2017,82.175
5939,609726,43,0.0730545454545454,2017,90.9
5942,609760,43,0.0730545454545454,2017,92.75
5947,400156,43,0.0730545454545454,2017,93.2
5952,400161,43,0.0787454545454545,2018,92.9
5957,609761,43,0.0787454545454545,2018,83.875
5958,609710,43,0.0787454545454545,2018,83.2
5959,609726,43,0.0787454545454545,2018,88.625
5962,609760,43,0.0787454545454545,2018,91.675
5967,400156,43,0.0787454545454545,2018,93.8
5972,400161,43,0.056,2019,89.1
5977,609761,43,0.056,2019,85.4
5978,609710,43,0.056,2019,81.9
5979,609726,43,0.056,2019,89.175
5982,609760,43,0.056,2019,92.425
5987,400156,43,0.056,2019,92.225
6012,400161,43,0.0416545454545454,2021,82.925
6017,609761,43,0.0416545454545454,2021,76.275
6018,609710,43,0.0416545454545454,2021,70.425
6019,609726,43,0.0416545454545454,2021,89.625
6022,609760,43,0.0416545454545454,2021,82.67500000000001
6027,400156,43,0.0416545454545454,2021,70.2
6032,400161,43,0.0485454545454545,2022,76.625
6037,609761,43,0.0485454545454545,2022,75.125
6038,609710,43,0.0485454545454545,2022,70.1
6039,609726,43,0.0485454545454545,2022,85.475
6042,609760,43,0.0485454545454545,2022,86.45
6047,400156,43,0.0485454545454545,2022,78.275
6065,610340,44,0.0906181818181818,2013,92.625
6070,609679,44,0.0906181818181818,2013,88.475
6076,609732,44,0.0906181818181818,2013,87.45
6077,609691,44,0.0906181818181818,2013,88.1
6079,610340,44,0.0737818181818181,2014,93.025
6084,609679,44,0.0737818181818181,2014,87.75
6090,609732,44,0.0737818181818181,2014,88.2
6091,609691,44,0.0737818181818181,2014,88.35
6093,610340,44,0.0734727272727272,2015,91.3
6098,609679,44,0.0734727272727272,2015,88.15
6104,609732,44,0.0734727272727272,2015,88.44999999999999
6105,609691,44,0.0734727272727272,2015,87.575
6107,610340,44,0.0799454545454545,2016,93.05
6112,609679,44,0.0799454545454545,2016,88.85
6118,609732,44,0.0799454545454545,2016,86.125
6119,609691,44,0.0799454545454545,2016,89.25
6121,610340,44,0.0728727272727272,2017,92.3
6126,609679,44,0.0728727272727272,2017,88.4
6132,609732,44,0.0728727272727272,2017,86.55
6133,609691,44,0.0728727272727272,2017,88.5
6135,610340,44,0.0779454545454545,2018,92.925
6140,609679,44,0.0779454545454545,2018,89.0
6146,609732,44,0.0779454545454545,2018,86.8
6147,609691,44,0.0779454545454545,2018,88.125
6149,610340,44,0.0769818181818181,2019,93.45
6154,609679,44,0.0769818181818181,2019,87.7
6160,609732,44,0.0769818181818181,2019,86.45
6161,609691,44,0.0769818181818181,2019,88.425
6177,610340,44,0.058690909090909,2021,94.025
6182,609679,44,0.058690909090909,2021,84.525
6188,609732,44,0.058690909090909,2021,77.3
6189,609691,44,0.058690909090909,2021,80.1
6191,610340,44,0.069490909090909,2022,90.25
6196,609679,44,0.069490909090909,2022,82.725
6202,609732,44,0.069490909090909,2022,72.475
6203,609691,44,0.069490909090909,2022,80.75
6219,400127,45,0.0589272727272727,2013,72.63333333333334
6221,610518,45,0.0589272727272727,2013,79.825
6222,610389,45,0.0589272727272727,2013,73.125
6227,400144,45,0.0589272727272727,2013,77.89999999999999
6231,400127,45,0.0527818181818181,2014,74.56666666666666
6233,610518,45,0.0527818181818181,2014,80.525
6234,610389,45,0.0527818181818181,2014,72.075
6239,400144,45,0.0527818181818181,2014,81.10000000000001
6243,400127,45,0.0513818181818181,2015,74.56666666666666
6245,610518,45,0.0513818181818181,2015,85.025
6246,610389,45,0.0513818181818181,2015,77.25
6251,400144,45,0.0513818181818181,2015,84.73333333333333
6255,400127,45,0.0508363636363636,2016,75.8
6257,610518,45,0.0508363636363636,2016,81.225
6258,610389,45,0.0508363636363636,2016,74.25
6263,400144,45,0.0508363636363636,2016,76.86666666666667
6267,400127,45,0.0509818181818181,2017,74.17500000000001
6269,610518,45,0.0509818181818181,2017,85.55
6270,610389,45,0.0509818181818181,2017,62.15
6275,400144,45,0.0509818181818181,2017,66.375
6278,610282,45,0.0504363636363636,2018,94.4
6279,400127,45,0.0504363636363636,2018,67.63333333333333
6281,610518,45,0.0504363636363636,2018,87.075
6282,610389,45,0.0504363636363636,2018,73.575
6287,400144,45,0.0504363636363636,2018,68.1
6291,400127,45,0.0456545454545454,2019,70.83333333333333
6293,610518,45,0.0456545454545454,2019,79.475
6294,610389,45,0.0456545454545454,2019,72.55
6299,400144,45,0.0456545454545454,2019,66.7
6315,400127,45,0.0399818181818181,2021,85.73333333333333
6317,610518,45,0.0399818181818181,2021,41.35
6318,610389,45,0.0399818181818181,2021,58.95
6323,400144,45,0.0399818181818181,2021,45.16666666666666
6327,400127,45,0.048890909090909,2022,55.8
6329,610518,45,0.048890909090909,2022,65.1
6330,610389,45,0.048890909090909,2022,71.2
6335,400144,45,0.048890909090909,2022,49.53333333333333
6366,400142,46,0.0738363636363636,2013,74.2
6368,610304,46,0.0738363636363636,2013,95.575
6370,609755,46,0.0738363636363636,2013,93.25
6371,609680,46,0.0738363636363636,2013,92.45
6373,400053,46,0.0738363636363636,2013,95.375
6385,400097,46,0.0738363636363636,2013,93.525
6386,400143,46,0.0738363636363636,2013,85.0
6388,400056,46,0.0738363636363636,2013,93.45
6394,609783,46,0.0738363636363636,2013,93.7
6396,400142,46,0.0659090909090909,2014,71.10000000000001
6398,610304,46,0.0659090909090909,2014,95.375
6400,609755,46,0.0659090909090909,2014,94.625
6401,609680,46,0.0659090909090909,2014,93.25
6403,400053,46,0.0659090909090909,2014,94.825
6405,610561,46,0.0659090909090909,2014,94.3
6415,400097,46,0.0659090909090909,2014,93.525
6416,400143,46,0.0659090909090909,2014,83.56666666666666
6418,400056,46,0.0659090909090909,2014,92.75
6419,400113,46,0.0659090909090909,2014,98.13333333333333
6424,609783,46,0.0659090909090909,2014,91.0
6426,400142,46,0.0633818181818181,2015,74.03333333333333
6428,610304,46,0.0633818181818181,2015,95.675
6430,609755,46,0.0633818181818181,2015,94.2
6431,609680,46,0.0633818181818181,2015,92.925
6433,400053,46,0.0633818181818181,2015,95.125
6435,610561,46,0.0633818181818181,2015,93.15
6440,400170,46,0.0633818181818181,2015,92.1
6445,400097,46,0.0633818181818181,2015,93.25
6446,400143,46,0.0633818181818181,2015,76.83333333333333
6448,400056,46,0.0633818181818181,2015,92.225
6449,400113,46,0.0633818181818181,2015,95.4
6454,609783,46,0.0633818181818181,2015,97.525
6458,610304,46,0.0621636363636363,2016,95.325
6460,609755,46,0.0621636363636363,2016,94.825
6461,609680,46,0.0621636363636363,2016,92.7
6463,400053,46,0.0621636363636363,2016,94.275
6465,610561,46,0.0621636363636363,2016,95.0
6470,400170,46,0.0621636363636363,2016,92.6
6475,400097,46,0.0621636363636363,2016,94.3
6476,400143,46,0.0621636363636363,2016,76.43333333333334
6478,400056,46,0.0621636363636363,2016,91.625
6479,400113,46,0.0621636363636363,2016,90.46666666666664
6484,609783,46,0.0621636363636363,2016,98.05
6488,610304,46,0.0635636363636363,2017,95.55
6490,609755,46,0.0635636363636363,2017,94.375
6491,609680,46,0.0635636363636363,2017,92.475
6493,400053,46,0.0635636363636363,2017,93.125
6495,610561,46,0.0635636363636363,2017,90.425
6500,400170,46,0.0635636363636363,2017,93.73333333333332
6505,400097,46,0.0635636363636363,2017,93.475
6506,400143,46,0.0635636363636363,2017,63.05
6508,400056,46,0.0635636363636363,2017,89.175
6509,400113,46,0.0635636363636363,2017,82.025
6514,609783,46,0.0635636363636363,2017,98.05
6518,610304,46,0.0600727272727272,2018,94.675
6520,609755,46,0.0600727272727272,2018,95.225
6521,609680,46,0.0600727272727272,2018,92.525
6523,400053,46,0.0600727272727272,2018,93.325
6525,610561,46,0.0600727272727272,2018,91.95
6530,400170,46,0.0600727272727272,2018,92.75
6535,400097,46,0.0600727272727272,2018,93.5
6536,400143,46,0.0600727272727272,2018,59.3
6538,400056,46,0.0600727272727272,2018,88.89999999999999
6539,400113,46,0.0600727272727272,2018,85.075
6544,609783,46,0.0600727272727272,2018,97.8
6548,610304,46,0.0592727272727272,2019,94.7
6550,609755,46,0.0592727272727272,2019,94.425
6551,609680,46,0.0592727272727272,2019,92.375
6553,400053,46,0.0592727272727272,2019,91.4
6555,610561,46,0.0592727272727272,2019,84.32499999999999
6560,400170,46,0.0592727272727272,2019,93.3
6565,400097,46,0.0592727272727272,2019,92.95
6566,400143,46,0.0592727272727272,2019,62.0
6568,400056,46,0.0592727272727272,2019,90.625
6569,400113,46,0.0592727272727272,2019,83.35
6574,609783,46,0.0592727272727272,2019,98.0
6608,610304,46,0.0547090909090909,2021,84.725
6610,609755,46,0.0547090909090909,2021,93.15
6611,609680,46,0.0547090909090909,2021,91.775
6613,400053,46,0.0547090909090909,2021,62.85
6615,610561,46,0.0547090909090909,2021,73.1
6620,400170,46,0.0547090909090909,2021,74.925
6625,400097,46,0.0547090909090909,2021,77.975
6626,400143,46,0.0547090909090909,2021,69.83333333333333
6628,400056,46,0.0547090909090909,2021,65.825
6629,400113,46,0.0547090909090909,2021,62.625
6634,609783,46,0.0547090909090909,2021,98.425
6638,610304,46,0.0686909090909091,2022,88.55
6640,609755,46,0.0686909090909091,2022,92.375
6641,609680,46,0.0686909090909091,2022,91.7
6643,400053,46,0.0686909090909091,2022,82.425
6645,610561,46,0.0686909090909091,2022,74.325
6650,400170,46,0.0686909090909091,2022,85.2
6655,400097,46,0.0686909090909091,2022,83.55
6656,400143,46,0.0686909090909091,2022,56.1
6658,400056,46,0.0686909090909091,2022,79.25
6664,609783,46,0.0686909090909091,2022,92.075
6691,609739,47,0.0570727272727272,2013,85.125
6705,609739,47,0.0481636363636363,2014,86.3
6719,609739,47,0.0439636363636363,2015,86.7
6733,609739,47,0.0481636363636363,2016,87.0
6747,609739,47,0.0512363636363636,2017,87.8
6749,610193,47,0.0512363636363636,2017,66.7
6761,609739,47,0.0483454545454545,2018,88.875
6775,609739,47,0.0429454545454545,2019,88.375
6803,609739,47,0.0393454545454545,2021,80.2
6817,609739,47,0.0476,2022,81.15
6831,400134,48,0.0498545454545454,2013,87.3
6835,609735,48,0.0498545454545454,2013,75.35
6838,610513,48,0.0498545454545454,2013,89.6
6842,400134,48,0.0435090909090909,2014,90.33333333333331
6846,609735,48,0.0435090909090909,2014,81.475
6849,610513,48,0.0435090909090909,2014,92.225
6853,400134,48,0.0432363636363636,2015,90.1
6857,609735,48,0.0432363636363636,2015,80.89999999999999
6860,610513,48,0.0432363636363636,2015,92.05
6864,400134,48,0.0438363636363636,2016,86.36666666666667
6868,609735,48,0.0438363636363636,2016,80.875
6871,610513,48,0.0438363636363636,2016,91.325
6875,400134,48,0.0465636363636363,2017,76.8
6879,609735,48,0.0465636363636363,2017,80.75
6882,610513,48,0.0465636363636363,2017,89.225
6886,400134,48,0.0512727272727272,2018,85.15
6890,609735,48,0.0512727272727272,2018,81.55
6893,610513,48,0.0512727272727272,2018,91.625
6897,400134,48,0.0472727272727272,2019,82.53333333333335
6901,609735,48,0.0472727272727272,2019,81.65
6904,610513,48,0.0472727272727272,2019,92.15
6919,400134,48,0.0458545454545454,2021,69.0
6923,609735,48,0.0458545454545454,2021,62.025
6926,610513,48,0.0458545454545454,2021,90.15
6930,400134,48,0.0538545454545454,2022,67.56666666666666
6934,609735,48,0.0538545454545454,2022,69.375
6937,610513,48,0.0538545454545454,2022,85.825
6959,400126,49,0.0736727272727272,2013,77.66666666666667
6960,400131,49,0.0736727272727272,2013,79.63333333333334
6961,400022,49,0.0736727272727272,2013,94.45
6974,400126,49,0.0646363636363636,2014,81.73333333333333
6975,400131,49,0.0646363636363636,2014,84.36666666666667
6976,400022,49,0.0646363636363636,2014,94.825
6989,400126,49,0.0610727272727272,2015,60.333333333333336
6990,400131,49,0.0610727272727272,2015,80.39999999999999
6991,400022,49,0.0610727272727272,2015,97.125
6993,609780,49,0.0610727272727272,2015,92.675
7004,400126,49,0.0632363636363636,2016,65.5
7005,400131,49,0.0632363636363636,2016,72.53333333333335
7006,400022,49,0.0632363636363636,2016,96.925
7008,609780,49,0.0632363636363636,2016,93.575
7019,400126,49,0.0708181818181818,2017,62.275
7020,400131,49,0.0708181818181818,2017,69.225
7021,400022,49,0.0708181818181818,2017,98.925
7023,609780,49,0.0708181818181818,2017,92.7
7034,400126,49,0.0668,2018,55.45
7035,400131,49,0.0668,2018,61.5
7036,400022,49,0.0668,2018,96.025
7038,609780,49,0.0668,2018,93.1
7049,400126,49,0.0730727272727272,2019,60.8
7050,400131,49,0.0730727272727272,2019,63.56666666666666
7051,400022,49,0.0730727272727272,2019,97.375
7053,609780,49,0.0730727272727272,2019,93.4
7077,610594,49,0.0608545454545454,2021,63.325
7079,400126,49,0.0608545454545454,2021,62.36666666666667
7080,400131,49,0.0608545454545454,2021,72.13333333333334
7081,400022,49,0.0608545454545454,2021,94.2
7083,609780,49,0.0608545454545454,2021,86.675
7092,610594,49,0.0726909090909091,2022,49.475
7094,400126,49,0.0726909090909091,2022,45.8
7095,400131,49,0.0726909090909091,2022,55.3
7096,400022,49,0.0726909090909091,2022,95.175
7098,609780,49,0.0726909090909091,2022,84.025
7116,609729,50,0.0574181818181818,2013,81.775
7125,609729,50,0.0509090909090909,2014,85.175
7132,610564,50,0.0509090909090909,2014,92.3
7134,609729,50,0.046690909090909,2015,86.5
7141,610564,50,0.046690909090909,2015,90.8
7143,609729,50,0.049090909090909,2016,85.15
7150,610564,50,0.049090909090909,2016,89.60000000000001
7152,609729,50,0.0538363636363636,2017,82.25
7159,610564,50,0.0538363636363636,2017,86.67500000000001
7161,609729,50,0.0511636363636363,2018,85.15
7168,610564,50,0.0511636363636363,2018,88.15
7170,609729,50,0.0479454545454545,2019,85.875
7177,610564,50,0.0479454545454545,2019,88.125
7188,609729,50,0.0416545454545454,2021,77.225
7195,610564,50,0.0416545454545454,2021,86.875
7197,609729,50,0.0552545454545454,2022,72.425
7204,610564,50,0.0552545454545454,2022,82.55
