School_ID,Legacy_Unit_ID,Finance_ID,Short_Name,Long_Name,School_Type
610057,4660,26701,FAIRFIELD,Fairfield Elementary Academy,Neighborhood
610226,6430,26721,SANDOVAL,Socorro Sandoval Elementary School,Neighborhood
609871,2920,26731,VICK,Barbara Vick Early Childhood & Family Center,Special Education
610199,6170,26751,COLEMON,Johnnie Colemon Elementary Academy,Neighborhood
609922,3390,26771,BELMONT-CRAGIN,Belmont-Cragin Elementary School,Small
610249,6680,26781,TALMAN,Talman Elementary School,Neighborhood
610396,7160,26791,TARKINGTON,Tarkington School of Excellence ES,Neighborhood
610353,7880,26821,CALMECA,Calmeca Academy of Fine Arts and Dual Language,Small
610352,7870,26831,DURKIN PARK,Durkin Park Elementary School,Neighborhood
610354,7890,26841,NORTH RIVER,North River Elementary School,Small
610394,2210,26861,UPLIFT HS,Uplift Community High School,Small
610405,6340,26881,SUDER,Suder Montessori Magnet ES,Magnet
610504,6710,26891,THOMAS,Velma F Thomas Early Childhood Center,Neighborhood
400040,6650,26901,FRAZIER CHARTER,Frazier Preparatory Academy Charter School,Charter
610515,8045,26921,DISNEY II ES,Disney II Magnet School,Magnet
610564,9626,26921,DISNEY II HS,Disney II Magnet High School,Magnet
610559,9597,27091,SHIELDS MIDDLE,James Shields Middle School,Neighborhood
610523,2085,28081,EDISON PARK,Edison Park Elementary School,Neighborhood
610389,1830,28151,ORR HS,Orr Academy High School,Neighborhood
609794,2220,29011,EDISON,Thomas A Edison Regional Gifted Center ES,Regional gifted center
609827,2520,29021,BURNSIDE,Burnside Elementary Scholastic Academy,Magnet
609880,2990,29031,DECATUR,Stephen Decatur Classical Elementary School,Classical
609895,3110,29041,TURNER-DREW,Turner-Drew Elementary Language Academy,Magnet
609907,3240,29051,ERICSON,Leif Ericson Elementary Scholastic Academy,Magnet
609920,3370,29071,KANOON,Gerald Delgado Kanoon Elementary Magnet School,Neighborhood
609926,3420,29081,FRANKLIN,Franklin Elementary Fine Arts Center,Magnet
609935,3490,29091,GALLISTEL,Matthew Gallistel Elementary Language Academy,Magnet
610520,8040,29101,LASALLE II,LaSalle II Magnet Elementary School,Magnet
609958,3690,29121,GUNSAULUS,Frank W Gunsaulus Elementary Scholastic Academy,Magnet
609974,3830,29131,HAWTHORNE,Hawthorne Elementary Scholastic Academy,Magnet
610009,4160,29141,GALILEO,Galileo Math & Science Scholastic Academy ES,Magnet
610017,4250,29151,SAUCEDO,Maria Saucedo Elementary Scholastic Academy,Magnet
610033,4420,29161,LASALLE,LaSalle Elementary Language Academy,Magnet
610060,4690,29171,JACKSON A,Andrew Jackson Elementary Language Academy,Magnet
610066,4750,29181,MCDADE,James E McDade Elementary Classical School,Classical
610078,4890,29191,INTER-AMERICAN,Inter-American Elementary Magnet School,Magnet
610081,4920,29201,SHERIDAN,Mark Sheridan Math & Science Academy,Magnet
610084,4960,29211,KELLER,Annie Keller Elementary Gifted Magnet School,Regional gifted center
610090,5030,29221,MURRAY,Phillip Murray Elementary Language Academy,Magnet
610095,5080,29231,NEWBERRY,Walter L Newberry Math & Science Academy ES,Magnet
610109,5240,29241,OWEN,William Bishop Owen Scholastic Academy ES,Magnet
610126,5400,29251,PERSHING,John J Pershing Elementary Humanities Magnet,Magnet
610132,5460,29261,POE,Edgar Allan Poe Elementary Classical School,Classical
610158,5720,29271,SAYRE,Harriet E Sayre Elementary Language Academy,Neighborhood
610177,5940,29281,SKINNER,Mark Skinner Elementary School,Classical
610191,6070,29291,STONE,Stone Elementary Scholastic Academy,Magnet
610201,6190,29301,THORP O,Ole A Thorp Elementary Scholastic Academy,Magnet
610207,6250,29311,VANDERPOEL,John H Vanderpoel Elementary Magnet School,Magnet
610246,6660,29321,BEASLEY,Edward Beasley Elementary Magnet Academic Center,Regional gifted center
610271,6920,29341,JENSEN,Jensen Elementary Scholastic Academy,Magnet
610298,7240,29361,LENART,Lenart Elementary Regional Gifted Center,Regional gifted center
610342,7790,29371,SABIN,Albert R Sabin Elementary Magnet School,Magnet
610350,7860,29381,BLACK,Robert A Black Magnet Elementary School,Magnet
610521,7000,29391,DAVIS M,Sir Miles Davis Magnet Elementary Academy,Magnet
610363,8000,29401,DISNEY,Walt Disney Magnet Elementary School,Magnet
610503,5850,29411,FRAZIER PROSPECTIVE,Frazier Prospective IB Magnet ES,Magnet
609783,2120,30011,JEFFERSON HS,Nancy B Jefferson Alternative HS,Citywide-Option
609855,2780,30031,CHRISTOPHER,Walter S Christopher Elementary School,Neighborhood
610083,4950,30051,BEARD,Daniel C Beard Elementary School,Special Education
610087,4990,30071,BLAIR,Blair Early Childhood Center,Special Education
610163,5770,30081,STOCK,Frederick Stock Elementary School,Neighborhood
610250,6720,30101,SALAZAR,Rueben Salazar Elementary Bilingual Center,Small
610308,7350,30121,RUDOLPH,Wilma Rudolph Elementary Learning Center,Special Education
610355,7910,30141,COURTENAY,Mary E Courtenay Elementary Language Arts Center,Small
609873,2940,31041,CROWN,Crown Community Academy of Fine Arts Center ES,Neighborhood
609902,3190,31061,METCALFE,Ralph H Metcalfe Elementary Community Academy,Neighborhood
609933,3480,31081,GALE,Stephen F Gale Elementary Community Academy,Neighborhood
609961,3720,31101,NINOS HEROES,Ninos Heroes Elementary Academic Center,Neighborhood
609975,3840,31111,HAY,John Hay Elementary Community Academy,Neighborhood
609987,3930,31121,HENDRICKS,Thomas A Hendricks Elementary Community Academy,Neighborhood
610013,4210,31141,PILSEN,Pilsen Elementary Community Academy,Neighborhood
610030,4390,31151,KOZMINSKI,Charles Kozminski Elementary Community Academy,Neighborhood
610034,4430,31161,LAWNDALE,Lawndale Elementary Community Academy,Neighborhood
610112,5270,31181,PARKER,Francis W Parker Elementary Community Academy,Neighborhood
610116,5300,31201,PARKSIDE,Parkside Elementary Community Academy,Neighborhood
610138,5520,31211,PULASKI,Pulaski International School of Chicago,Neighborhood
610194,6110,31221,SUMNER,Charles Sumner  Math & Science Community Acad ES,Neighborhood
610295,7210,31251,HIGGINS,Thomas J Higgins Elementary Community Academy,Neighborhood
610313,7420,31261,DE DIEGO,Jose De Diego Elementary Community Academy,Neighborhood
610329,7610,31281,OROZCO,Orozco Fine Arts & Sciences Elementary School,Neighborhood
610347,7830,31301,CLAREMONT,Claremont Academy Elementary School,Neighborhood
610212,6290,32011,ALBANY PARK,Albany Park Multicultural Academy,Neighborhood
609807,2350,32021,HAMPTON,Lionel Hampton Fine & Performing Arts ES,Neighborhood
610231,6480,32031,NATIONAL TEACHERS,National Teachers Elementary Academy,Neighborhood
610287,7100,32081,ASHBURN,Ashburn Community Elementary School,Small
610215,6310,41041,MADERO,Francisco I Madero Middle School,Neighborhood
610244,6620,41051,CLARK HS,Michele Clark Academic Prep Magnet High School,Magnet
610245,6630,41061,DOUGLASS HS,Frederick A Douglass Academy High School,Neighborhood
610325,7560,41091,LOGANDALE,Logandale Middle School,Neighborhood
609780,2090,41111,MARINE LEADERSHIP AT AMES HS,Marine Leadership Academy at Ames,Military academy
610051,4600,41121,NORTHWEST,Northwest Middle School,Neighborhood
610248,6670,45211,CHICAGO ACADEMY ES,Chicago Academy Elementary School,Small
610390,7140,45221,RICKOVER MILITARY HS,Hyman G Rickover Naval Academy High School,Military academy
610513,1055,45231,AIR FORCE HS,Air Force Academy High School,Military academy
609694,1200,46021,HANCOCK HS,John Hancock College Preparatory High School,Selective enrollment
609695,1210,46031,AMUNDSEN HS,Roald Amundsen High School,Neighborhood
609698,1230,46041,BOGAN HS,William J Bogan High School,Neighborhood
609749,1740,46061,NORTHSIDE PREP HS,Northside College Preparatory High School,Selective enrollment
610543,8550,46101,SOLORIO HS,Eric Solorio Academy High School,Neighborhood
609705,1310,46111,FENGER HS,Christian Fenger Academy High School,Neighborhood
609707,1320,46121,ROBESON HS,Paul Robeson High School,Neighborhood
609708,1330,46131,FOREMAN HS,Edwin G. Foreman College and Career Academy,Neighborhood
609709,1340,46141,GAGE PARK HS,Gage Park High School,Neighborhood
609711,1360,46151,HARPER HS,William Rainey Harper High School,Neighborhood
609713,1390,46171,HYDE PARK HS,Hyde Park Academy High School,Neighborhood
609715,1400,46181,KELLY HS,Thomas Kelly High School,Neighborhood
609716,1410,46191,KELVYN PARK HS,Kelvyn Park High School,Neighborhood
609718,1420,46201,KENNEDY HS,John F Kennedy High School,Neighborhood
609719,1430,46211,LAKE VIEW HS,Lake View High School,Neighborhood
609720,1440,46221,LANE TECH HS,Albert G Lane Technical High School,Selective enrollment
609724,1480,46241,MATHER HS,Stephen T Mather High School,Neighborhood
609725,1490,46251,MORGAN PARK HS,Morgan Park High School,Neighborhood
609727,1510,46261,PHILLIPS HS,Wendell Phillips Academy High School,Neighborhood
609728,1520,46271,ROOSEVELT HS,Theodore Roosevelt High School,Neighborhood
609729,1530,46281,SCHURZ HS,Carl Schurz High School,Neighborhood
609732,1560,46291,STEINMETZ HS,Charles P Steinmetz College Preparatory HS,Neighborhood
609733,1570,46301,SULLIVAN HS,Roger C Sullivan High School,Neighborhood
609734,1580,46311,TAFT HS,William Howard Taft High School,Neighborhood
609738,1620,46321,LINCOLN PARK HS,Lincoln Park High School,Neighborhood
609739,1630,46331,WASHINGTON HS,George Washington High School,Neighborhood
609741,1670,46341,HUBBARD HS,Gurdon S Hubbard High School,Neighborhood
609746,1710,46361,KENWOOD HS,Kenwood Academy High School,Neighborhood
609751,1760,46371,KING HS,Dr  Martin Luther King  Jr  College Prep HS,Selective enrollment
609760,1850,46381,CARVER MILITARY HS,George Washington Carver Military Academy HS,Military academy
609761,1860,46391,CORLISS HS,George H Corliss High School,Neighborhood
609762,1870,46401,JULIAN HS,Percy L Julian High School,Neighborhood
609764,1890,46421,JUAREZ HS,Benito Juarez Community Academy High School,Neighborhood
609691,1140,46431,NORTH-GRAND HS,North-Grand High School,Neighborhood
610357,7930,46461,SPRY HS,Spry Community Links High School,Neighborhood
610334,7690,46471,RABY HS,Al Raby High School,Small
610340,7770,46481,CHICAGO ACADEMY HS,Chicago Academy High School,Small
610323,7540,46491,BOWEN HS,Bowen High School,Small
610391,7110,46511,LINDBLOM HS,Robert Lindblom Math & Science Academy HS,Selective enrollment
610402,6990,46521,DEVRY HS,DeVry University Advantage Academy HS,Magnet
610563,9623,46551,BACK OF THE YARDS HS,Back of the Yards IB HS,Neighborhood
610558,9598,46611,GOODE HS,Sarah E. Goode STEM Academy,Citywide-Option
610518,1145,46621,AUSTIN CCA HS,Austin College and Career Academy High School,Small
610547,8676,46631,SOUTH SHORE INTL HS,South Shore Intl College Prep High School,Selective enrollment
610561,9621,46641,CRANE MEDICAL HS,Richard T Crane Medical Preparatory HS,Magnet
610587,9682,46681,DYETT ARTS HS,Walter Henri Dyett High School for the Arts,Neighborhood
609678,1060,47021,JONES HS,William Jones College Preparatory High School,Selective enrollment
609712,1380,47031,HIRSCH HS,Emil G Hirsch Metropolitan High School,Neighborhood
609723,1470,47041,MARSHALL HS,John Marshall Metropolitan High School,Neighborhood
609726,1500,47051,BROOKS HS,Gwendolyn Brooks College Preparatory Academy HS,Selective enrollment
609730,1540,47061,SENN HS,Nicholas Senn High School,Neighborhood
609737,1610,47081,VON STEUBEN HS,Friedrich W von Steuben Metropolitan Science HS,Magnet
609753,1790,47091,CHICAGO AGRICULTURE HS,Chicago High School for Agricultural Sciences,Magnet
609755,1810,47101,YOUNG HS,Whitney M Young Magnet High School,Selective enrollment
609744,1690,49021,NORTHSIDE LEARNING HS,Northside Learning Center High School,Special Education
609745,1700,49031,SOUTHSIDE HS,Southside Occupational Academy High School,Special Education
609748,1730,49041,YORK HS,Consuella B York Alternative HS,Citywide-Option
609750,1750,49051,SIMPSON HS,Simpson Academy HS for Young Women,Citywide-Option
609766,1920,49081,VAUGHN HS,Jacqueline B Vaughn Occupational High School,Special Education
609768,1940,49091,HOPE HS,Hope College Preparatory High School,Neighborhood
609769,1950,49101,GRAHAM HS,Ray Graham Training Center High School,Special Education
610499,1045,49131,COLLINS HS,Collins Academy High School,Small
610506,8080,49161,TEAM HS,TEAM Englewood Community Academy High School,Small
609710,1350,51021,HARLAN HS,John M Harlan Community Academy High School,Neighborhood
609740,1640,51071,WELLS HS,Wells Community Academy High School,Neighborhood
609759,1840,51091,CLEMENTE HS,Roberto Clemente Community Academy High School,Neighborhood
610392,4460,52011,WORLD LANGUAGE HS,World Language Academy High School,Small
609674,1010,53011,CHICAGO VOCATIONAL HS,Chicago Vocational Career Academy High School,Career academy
609676,1030,53021,DUNBAR HS,Paul Laurence Dunbar Career Academy High School,Career academy
609679,1070,53041,PROSSER HS,Charles Allen Prosser Career Academy High School,Career academy
609682,1110,53051,RICHARDS HS,Ellen H Richards Career Academy High School,Neighborhood
609692,1150,53061,SIMEON HS,Neal F Simeon Career Academy High School,Career academy
609693,1160,53071,WESTINGHOUSE HS,George Westinghouse College Prep,Selective enrollment
609704,1300,53091,FARRAGUT HS,David G Farragut Career Academy High School,Neighborhood
609756,1820,53101,CURIE HS,Marie Sklodowska Curie Metropolitan High School,Magnet
609722,1460,53111,MANLEY HS,Manley Career Academy High School,Neighborhood
609735,1590,53121,TILDEN HS,Edward Tilden Career Community Academy HS,Neighborhood
610304,7310,55011,PHOENIX MILITARY HS,Phoenix Military Academy High School,Military academy
610384,7680,55151,INFINITY HS,Infinity Math Science and Technology High School,Small
610380,7200,55161,WILLIAMS HS,Daniel Hale Williams Prep School of Medicine,Small
610383,7600,55171,SOCIAL JUSTICE HS,Greater Lawndale High School For Social Justice,Small
610385,7630,55181,MULTICULTURAL HS,Multicultural Academy of Scholarship,Small
610381,7270,55191,BRONZEVILLE HS,Bronzeville Scholastic Academy High School,Small
400009,2025,63011,GLOBAL CITIZENSHIP,Academy for Global Citizenship Charter School,Charter
400068,2045,63021,PLATO,Plato Learning Academy,Contract
400043,8067,63031,HOPE INSTITUTE,Hope Institute Learning Academy,Contract
400045,2055,63041,NKRUMAH,Kwame Nkrumah Academy Charter School,Charter
400022,8047,63051,CHIARTS HS,Chicago High School for the Arts (ChiArts),Contract
400102,8096,63071,URBAN PREP - WEST HS,Urban Prep Charter Academy for Young Men - West,Charter
400094,8058,63081,EPIC HS,EPIC Academy Charter High School,Charter
400091,8022,63091,CHICAGO TECH HS,Chicago Technology Academy High School,Contract
400104,8026,63131,INSTITUTO - HEALTH,Instituto Health Sciences Career Academy,Charter
400147,9066,63141,CAMELOT - EXCEL HS,Chicago Excel Academy,Citywide-Option
610565,9630,63142,CAMELOT - EXCEL ENGLEWOOD HS,Excel - Englewood HS,Citywide-Option
400175,9650,63143,CAMELOT - EXCEL SOUTHSHORE HS,Excel - Woodlawn HS,Citywide-Option
400176,9651,63144,CAMELOT - EXCEL SOUTHWEST HS,Excel - Southwest HS,Citywide-Option
400137,9054,63161,LITTLE BLACK PEARL HS,Little Black Pearl Art and Design Academy,Charter
400167,9642,63181,HORIZON - SOUTHWEST,Horizon Science Academy Southwest Chicago Charter,Charter
610566,9631,65011,MAGIC JOHNSON - N LAWNDALE HS,Magic Johnson- North Lawndale HS,Citywide-Option
610567,9632,65012,MAGIC JOHNSON - ROSELAND HS,Magic Johnson- Roseland HS,Citywide-Option
610569,9634,65013,OMBUDSMAN - NORTHWEST HS,Ombudsman Chicago- Northwest,Citywide-Option
610570,9635,65014,OMBUDSMAN - SOUTH HS,Ombudsman Chicago- South,Citywide-Option
610571,9636,65015,OMBUDSMAN - WEST HS,Ombudsman Chicago- West,Citywide-Option
610568,9633,65016,PATHWAYS - AVONDALE HS,Pathways in Education- Avondale,Citywide-Option
610557,8687,65018,PATHWAYS - ASHBURN HS,Pathways in Education- Ashburn,Citywide-Option
610580,9653,65020,MAGIC JOHNSON - HUMBOLDT PK HS,Magic Johnson- Humboldt Park HS,Citywide-Option
610581,9654,65021,MAGIC JOHNSON - BRAINERD HS,Magic Johnson- Brainerd HS,Citywide-Option
610572,9637,66012,CAMELOT - SAFE ES,Camelot Safe Elementary,Citywide-Option
610573,9638,66012,CAMELOT - SAFE HS,Camelot Safe HS,Citywide-Option
400146,9067,66031,KIPP - ACADEMY,KIPP Chicago Charter School - KIPP Create,Charter
400180,9684,66032,KIPP - ONE,KIPP One Academy,Charter
400064,1960,66051,PERSPECTIVES - JOSLIN HS,Perspectives - Rodney D. Joslin,Charter
400061,1961,66052,PERSPECTIVES - LEADERSHIP HS,Perspectives - Leadership Academy,Charter
400062,1962,66053,PERSPECTIVES - TECH HS,Perspectives - High School of Technology,Charter
400066,1964,66056,PERSPECTIVES - MATH & SCI HS,Perspectives - Math and Science Academy,Charter
400033,2420,66061,CICS - LONGWOOD,CICS - Longwood,Charter
400025,4910,66071,CICS - BUCKTOWN,CICS - Bucktown,Charter
400032,4911,66072,CICS - ELLISON HS,CICS - Ralph Ellison,Charter
400027,4913,66074,CICS - IRVING PARK,CICS - Irving Park,Charter
400026,4914,66075,CICS - LOOMIS,CICS - Loomis Primary,Charter
400092,8049,66076,CICS - BOND,CICS - Lloyd Bond,Charter
400058,1105,66091,NORTH LAWNDALE - CHRISTIANA HS,North Lawndale College Prep - Christiana,Charter
400059,1106,66092,NORTH LAWNDALE - COLLINS HS,North Lawndale College Prep - Collins,Charter
400123,9040,66106,YCCS - SCHOLASTIC ACHIEVEMENT,YCCS- Academy of Scholastic Achievement HS,Charter
400124,9041,66107,YCCS - MCKINLEY,YCCS-Ada S. McKinley-Lakeside HS,Charter
400125,9042,66108,YCCS - ASPIRA PANTOJA,"YCCS-ASPIRA,Antonia Pantoja Alternative HS",Charter
400126,9043,66109,YCCS - ASSOCIATION HOUSE,YCCS-Association House HS,Charter
400076,3060,66111,U OF C - NKO,University of Chicago - North Kenwood/Oakland,Charter
400077,3061,66112,U OF C - WOODLAWN HS,University of Chicago - Woodlawn,Charter
400078,3062,66113,U OF C - WOODSON,University of Chicago - Carter G. Woodson,Charter
400120,9037,66133,ACERO - CLEMENTE,Acero Charter Schools - Roberto Clemente,Charter
400121,9038,66134,ACERO - DE LA CRUZ,Acero Charter Schools - Sor Juana Inés de la Cruz,Charter
400149,9640,66137,ACERO - SOTO HS,Acero Charter Schools - Victoria Soto,Charter
400051,1930,66141,NOBLE - NOBLE HS,Noble - Noble College Prep,Charter
400054,1931,66142,NOBLE - PRITZKER HS,Noble - Pritzker College Prep,Charter
400055,1932,66143,NOBLE - RAUNER HS,Noble - Rauner College Prep,Charter
400056,1933,66144,NOBLE - ROWE CLARK HS,Noble - Rowe-Clark Math and Science Academy,Charter
400053,1934,66145,NOBLE - GOLDER HS,Noble - Golder College Prep,Charter
400052,1935,66146,NOBLE - COMER,Noble - Gary Comer College Prep,Charter
400057,1936,66147,NOBLE - UIC HS,Noble - UIC College Prep,Charter
400106,8028,66148,NOBLE - JOHNSON HS,Noble - John and Eunice Johnson College Prep,Charter
400169,9644,66149,NOBLE - ITW SPEER HS,Noble - ITW David Speer Academy,Charter
400011,4730,66151,LOCKE A,Alain Locke Charter School,Charter
400028,4220,66161,CICS - PRAIRIE,CICS - Prairie,Charter
400087,2490,66171,YOUNG WOMENS HS,Young Women's Leadership Charter School,Charter
400029,2290,66181,CICS - WASHINGTON PARK,CICS - Washington Park,Charter
400060,6850,66191,AHS - PASSAGES,Asian Human Services - Passages Charter School,Charter
400046,6770,66211,LEARN - BUTLER,L.E.A.R.N. - Romano Butler Campus,Charter
400030,7120,66221,CICS - WEST BELDEN,CICS - West Belden,Charter
400024,7130,66231,CICS - BASIL,CICS - Basil,Charter
400034,7740,66241,CICS - NORTHTOWN HS,CICS - Northtown,Charter
400013,7803,66254,ASPIRA - EARLY COLLEGE HS,ASPIRA Charter School - Early College High School,Charter
400172,9647,66255,ASPIRA - BUSINESS & FINANCE HS,ASPIRA Business and Finance,Charter
400044,7810,66261,KIPP - ASCEND,KIPP Ascend Charter School,Charter
400050,7920,66271,NAMASTE,Namaste Charter School,Charter
400035,7940,66281,CHICAGO MATH & SCIENCE HS,Chicago Math and Science Academy Charter School,Charter
400010,7950,66291,ACE TECH HS,ACE Technical Charter School,Charter
400075,2600,66321,U OF C - DONOGHUE,University of Chicago - Donoghue,Charter
400039,5780,66331,ERIE,Erie Elementary Charter School,Charter
400017,3500,66351,ASPIRA - HAUGAN,ASPIRA Charter School - Haugan Middle School,Charter
400023,6580,66371,CICS - AVALON/SOUTH SHORE,CICS - Avalon/South Shore,Charter
400031,3180,66381,CICS - WRIGHTWOOD,CICS - Wrightwood,Charter
400084,3340,66391,ACERO - TAMAYO,Acero Charter Schools - Rufino Tamayo,Charter
400081,3341,66392,ACERO - DE LAS CASAS,Acero Charter Schools - Bartolomé de las Casas,Charter
400082,3342,66393,ACERO - FUENTES,Acero Charter Schools - Carlos Fuentes,Charter
400085,3343,66394,ACERO - GARCIA HS,Acero Charter Schools - Major Hector P. Garcia MD,Charter
400079,3344,66395,ACERO - ZIZUMBO,Acero Charter Schools - SPC Daniel Zizumbo,Charter
400080,3345,66396,ACERO - TORRES,Acero Charter Schools - PFC Omar E. Torres,Charter
400089,3346,66397,ACERO - MARQUEZ,Acero Charter Schools - Officer Donald J. Marquez,Charter
400101,8094,66398,ACERO - CISNEROS,Acero Charter Schools - Sandra Cisneros,Charter
400112,8671,66399,ACERO - IDAR,Acero Charter Schools - Jovita Idar,Charter
400021,4371,66432,CATALYST - CIRCLE ROCK,Catalyst Elementary Charter School - Circle Rock,Charter
400115,9032,66433,CATALYST - MARIA,Catalyst - Maria Charter School,Charter
400086,7030,66441,URBAN PREP - ENGLEWOOD HS,Urban Prep Academy for Young Men - Englewood,Charter
400105,8027,66442,URBAN PREP - BRONZEVILLE HS,Urban Prep Academy for Young Men - Bronzeville,Charter
400071,6700,66471,PROVIDENCE ENGLEWOOD,Providence Englewood Charter School,Charter
400036,7700,66481,CHICAGO VIRTUAL,Chicago Virtual Charter School,Charter
400048,6775,66561,LEARN - EXCEL,L.E.A.R.N. - Excel Campus,Charter
400047,8072,66562,LEARN - CAMPBELL,L.E.A.R.N. - Charles and Dorothy Campbell Campus,Charter
400107,8029,66563,LEARN - SOUTH CHICAGO,L.E.A.R.N. - South Chicago Campus,Charter
400111,8677,66564,LEARN - PERKINS,L.E.A.R.N. - Hunter Perkins Campus,Charter
400151,9608,66566,LEARN - 7,L.E.A.R.N. Charter School - 7th Campus,Charter
400165,9629,66567,LEARN - MIDDLE,L.E.A.R.N. - Middle School Campus,Charter
400096,8077,66571,ROWE,Rowe Elementary Charter School,Charter
400097,8078,66572,NOBLE - BULLS HS,Noble - Chicago Bulls College Prep,Charter
400098,8079,66573,NOBLE - MUCHIN HS,Noble - Muchin College Prep,Charter
400117,9034,66574,NOBLE - HANSBERRY HS,Noble - Hansberry College Prep,Charter
400118,9035,66575,NOBLE - DRW HS,Noble - DRW College Prep,Charter
400156,9613,66576,NOBLE - BUTLER HS,Noble - Butler College Prep,Charter
400157,9614,66577,NOBLE - BAKER HS,Noble - Baker College Prep,Charter
400170,9645,66578,NOBLE - ACADEMY HS,Noble - The Noble Academy,Charter
400179,9683,66579,NOBLE - MANSUETO HS,Noble Mansueto High School,Charter
400116,9033,66591,MONTESSORI ENGLEWOOD,The Montessori School of Englewood Charter,Charter
400114,8093,66601,ACERO - SANTIAGO,Acero Charter Schools - Esmeralda Santiago,Charter
400153,9610,66602,ACERO - BRIGHTON PARK,Acero Charter Schools - Brighton Park,Charter
400127,9044,66611,YCCS - AUSTIN CAREER,YCCS-Austin Career Education Center HS,Charter
400128,9045,66612,YCCS - CCA ACADEMY,YCCS-CCA Academy HS,Charter
400129,9046,66613,YCCS - PROGRESSIVE LEADERSHIP,YCCS-Progressive Leadership Academy,Charter
400130,9047,66614,YCCS - YOUTH DEVELOPMENT,YCCS-Community Youth Development Institute HS,Charter
400131,9601,66615,YCCS - CAMPOS,YCCS-Dr. Pedro Albizu Campos Puerto Rican HS,Charter
400133,9602,66617,YCCS - INNOVATIONS,YCCS- Innovations HS of Arts Integration,Charter
400134,9051,66618,YCCS - ADDAMS,YCCS-Jane Addams Alternative HS,Charter
400135,9052,66619,YCCS - LATINO YOUTH,YCCS-Latino Youth Alternative HS,Charter
400136,9053,66621,YCCS - OLIVE HARVEY,YCCS-Olive Harvey Middle College HS,Charter
400139,9056,66623,YCCS - SULLIVAN,YCCS-Sullivan House Alternative HS,Charter
400141,9058,66625,YCCS - TRUMAN,YCCS-Truman Middle College HS,Charter
400142,9059,66626,YCCS - VIRTUAL,YCCS-Virtual HS,Charter
400143,9603,66627,YCCS - WEST TOWN,YCCS-West Town Acad Alternative HS,Charter
400144,9604,66628,YCCS - WESTSIDE HOLISTIC,YCCS-Westside Holistic Leadership Acad HS,Charter
400145,9062,66629,YCCS - YOUTH CONNECTION,YCCS-Youth Connection Leadership Acad HS,Charter
400150,9599,66631,YCCS - CHATHAM,YCCS-Chatham AcademyHS,Charter
400119,9036,66641,LEGAL PREP HS,Legal Prep Charter Academy,Charter
400113,8672,66651,CICS - CHICAGOQUEST HS,CICS - ChicagoQuest North,Charter
400159,9616,66661,CHRISTOPHER HOUSE,Christopher House Charter School,Charter
400161,9618,66671,CHICAGO COLLEGIATE,Chicago Collegiate Charter School,Charter
400162,9619,66691,INTRINSIC HS,Intrinsic Charter School,Charter
400173,9648,66801,PATHWAYS - BRIGHTON PARK HS,Pathways in Education- Brighton Park,Citywide-Option
400178,9659,66911,MOVING EVEREST,Moving Everest Charter School,Charter
400164,9628,66921,INSTITUTO - LOZANO MASTERY HS,Instituto - Justice Lozano Mastery,Charter
400163,9627,66931,KIPP - BLOOM,KIPP Chicago Charter School - KIPP Bloom,Charter
400171,9646,66941,FOUNDATIONS,Foundations College Preparatory Charter School,Charter
400168,9643,66951,GREAT LAKES,Great Lakes Academy Charter School,Charter
610386,1123,67021,PEACE AND EDUCATION HS,Peace & Education Coalition HS,Citywide-Option
400049,5870,67071,LEGACY,Legacy Charter School,Charter
400069,4150,67081,POLARIS,Polaris Charter Academy,Charter
609680,1090,70020,PAYTON HS,Walter Payton College Preparatory High School,Selective enrollment
609754,1800,70070,CHICAGO MILITARY HS,Chicago Military Academy High School,Military academy